# 
{"kP":"5","kD":"0","kI":"0","density":"997","profile":["dive: -5, 0.4, 30.00, 100.00"]}

dive: -5, 0.4, 30.00, 100.00
EX20, 00:00:23, 0.00, -0.08
EX20, 00:00:23, nan, -0.08
EX20, 00:00:23, nan, -0.08
EX20, 00:00:23, nan, -0.08
EX20, 00:00:23, nan, -0.08
EX20, 00:00:23, nan, -0.08
EX20, 00:00:23, nan, -0.08
EX20, 00:00:23, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:24, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:25, nan, -0.08
EX20, 00:00:26, nan, -0.08
EX20, 00:00:26, nan, -0.08
EX20, 00:00:26, nan, -0.08
EX20, 00:00:26, nan, -0.08
EX20, 00:00:26, nan, -0.08
EX20, 00:00:26, nan, -0.08
EX20, 00:00:26, nan, -0.08
EX20, 00:00:27, nan, -0.08
EX20, 00:00:27, nan, -0.08
EX20, 00:00:27, nan, -0.08
EX20, 00:00:27, nan, -0.08
EX20, 00:00:27, nan, -0.08
EX20, 00:00:27, nan, -0.08

EX20, 00:00:27, nan, -0.08
EX20, 00:00:27, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:28, nan, -0.08
EX20, 00:00:29, nan, -0.08
EX20, 00:00:29, nan, -0.08
EX20, 00:00:29, nan, -0.08
EX20, 00:00:29, nan, -0.08
EX20, 00:00:29, nan, -0.08
EX20, 00:00:29, nan, -0.08
