# 
{"kP":"10","kD":"0","kI":"0","density":"997","profile":["led: 25, 25, 100","dive: 5.0, 0.30, 30.00, 500.00"]}

led: 25, 25, 100
EX20, 00:03:52, 134.34, 3.38
EX20, 00:03:52, 134.34, 3.38
EX20, 00:03:52, 134.34, 3.38
EX20, 00:03:52, 134.34, 3.38
EX20, 00:03:52, 134.34, 3.38
EX20, 00:03:52, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:53, 134.34, 3.38
EX20, 00:03:54, 134.34, 3.38
EX20, 00:03:54, 134.34, 3.38

EX20, 00:03:54, 134.34, 3.38
EX20, 00:03:54, 134.34, 3.38
EX20, 00:03:54, 134.34, 3.38
EX20, 00:03:54, 134.34, 3.38
EX20, 00:03:54, 134.34, 3.38
EX20, 00:03:54, 134.34, 3.38
EX20, 00:03:55, 134.34, 3.38
EX20, 00:03:55, 134.33, 3.38
EX20, 00:03:55, 134.34, 3.38
EX20, 00:03:55, 134.34, 3.38
EX20, 00:03:55, 134.34, 3.38
EX20, 00:03:55, 134.34, 3.38
EX20, 00:03:55, 134.34, 3.38
EX20, 00:03:55, 134.34, 3.38
EX20, 00:03:56, 134.34, 3.38
EX20, 00:03:56, 134.34, 3.38
EX20, 00:03:56, 134.34, 3.38
EX20, 00:03:56, 134.34, 3.38
EX20, 00:03:56, 134.34, 3.38
EX20, 00:03:56, 134.34, 3.38
EX20, 00:03:56, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:57, 134.34, 3.38
EX20, 00:03:58, 134.34, 3.38
EX20, 00:03:58, 134.34, 3.38
EX20, 00:03:58, 134.34, 3.38
EX20, 00:03:58, 134.34, 3.38
EX20, 00:03:58, 134.34, 3.38

EX20, 00:03:58, 134.34, 3.38
EX20, 00:03:58, 134.34, 3.38
EX20, 00:03:58, 134.34, 3.38
EX20, 00:03:59, 134.34, 3.38
EX20, 00:03:59, 134.34, 3.38
EX20, 00:03:59, 134.34, 3.38
EX20, 00:03:59, 134.34, 3.38
EX20, 00:03:59, 134.34, 3.38
EX20, 00:03:59, 134.35, 3.38
EX20, 00:03:59, 134.34, 3.38
EX20, 00:03:59, 134.34, 3.38
EX20, 00:04:00, 134.34, 3.38
EX20, 00:04:00, 134.34, 3.38
EX20, 00:04:00, 134.34, 3.38
EX20, 00:04:00, 134.34, 3.38
EX20, 00:04:00, 134.34, 3.38
EX20, 00:04:00, 134.33, 3.38
EX20, 00:04:00, 134.33, 3.38
EX20, 00:04:00, 134.32, 3.38
EX20, 00:04:01, 134.32, 3.38
EX20, 00:04:01, 134.35, 3.38
EX20, 00:04:01, 134.31, 3.38
EX20, 00:04:01, 134.31, 3.38
EX20, 00:04:01, 134.32, 3.38
EX20, 00:04:01, 134.33, 3.38
EX20, 00:04:01, 134.33, 3.38
EX20, 00:04:01, 134.33, 3.38
EX20, 00:04:02, 134.33, 3.38
EX20, 00:04:02, 134.33, 3.38
EX20, 00:04:02, 134.34, 3.38
EX20, 00:04:02, 134.33, 3.38
EX20, 00:04:02, 134.33, 3.38
EX20, 00:04:02, 134.33, 3.38
EX20, 00:04:02, 134.33, 3.38

EX20, 00:04:02, 134.33, 3.38
EX20, 00:04:03, 134.33, 3.38
EX20, 00:04:03, 134.34, 3.38
EX20, 00:04:03, 134.34, 3.38
EX20, 00:04:03, 134.34, 3.38
EX20, 00:04:03, 134.34, 3.38
EX20, 00:04:03, 134.34, 3.38
EX20, 00:04:03, 134.34, 3.38
EX20, 00:04:03, 134.34, 3.38
EX20, 00:04:04, 134.34, 3.38
EX20, 00:04:04, 134.33, 3.38
EX20, 00:04:04, 134.32, 3.38
EX20, 00:04:04, 134.34, 3.38
EX20, 00:04:04, 134.33, 3.38
EX20, 00:04:04, 134.33, 3.38
EX20, 00:04:04, 134.34, 3.38
EX20, 00:04:04, 134.33, 3.38
EX20, 00:04:05, 134.33, 3.38
EX20, 00:04:05, 134.32, 3.38
EX20, 00:04:05, 134.35, 3.38
EX20, 00:04:05, 134.33, 3.38
EX20, 00:04:05, 134.33, 3.38
EX20, 00:04:05, 134.32, 3.38
EX20, 00:04:05, 134.32, 3.38
EX20, 00:04:05, 134.33, 3.38
EX20, 00:04:06, 134.35, 3.38
EX20, 00:04:06, 134.37, 3.38
EX20, 00:04:06, 134.36, 3.38
EX20, 00:04:06, 134.33, 3.38
EX20, 00:04:06, 134.29, 3.37
EX20, 00:04:06, 134.23, 3.37
EX20, 00:04:06, 134.20, 3.36
EX20, 00:04:07, 134.15, 3.36
EX20, 00:04:07, 134.09, 3.35

EX20, 00:04:07, 133.98, 3.34
EX20, 00:04:07, 133.82, 3.33
EX20, 00:04:07, 133.69, 3.31
EX20, 00:04:07, 133.52, 3.30
EX20, 00:04:07, 133.35, 3.28
EX20, 00:04:07, 133.19, 3.26
EX20, 00:04:08, 133.05, 3.25
EX20, 00:04:08, 132.92, 3.23
EX20, 00:04:08, 133.03, 3.24
EX20, 00:04:08, 133.27, 3.27
EX20, 00:04:08, 133.48, 3.29
EX20, 00:04:08, 133.72, 3.32
EX20, 00:04:08, 133.87, 3.33
EX20, 00:04:08, 134.11, 3.36
EX20, 00:04:09, 134.04, 3.35
EX20, 00:04:09, 133.97, 3.34
EX20, 00:04:09, 133.89, 3.33
EX20, 00:04:09, 133.83, 3.33
EX20, 00:04:09, 133.73, 3.32
EX20, 00:04:09, 133.63, 3.31
EX20, 00:04:09, 133.53, 3.30
EX20, 00:04:09, 133.42, 3.29
EX20, 00:04:10, 133.30, 3.27
EX20, 00:04:10, 133.20, 3.26
EX20, 00:04:10, 133.10, 3.25
EX20, 00:04:10, 133.02, 3.24
EX20, 00:04:10, 132.96, 3.24
EX20, 00:04:10, 132.87, 3.23
EX20, 00:04:10, 132.80, 3.22
EX20, 00:04:10, 132.77, 3.22
EX20, 00:04:11, 132.75, 3.22
EX20, 00:04:11, 132.74, 3.22
EX20, 00:04:11, 132.74, 3.22
EX20, 00:04:11, 132.75, 3.22

EX20, 00:04:11, 132.78, 3.22
EX20, 00:04:11, 132.84, 3.23
EX20, 00:04:11, 132.91, 3.23
EX20, 00:04:11, 133.00, 3.24
EX20, 00:04:12, 133.09, 3.25
EX20, 00:04:12, 133.19, 3.26
EX20, 00:04:12, 133.29, 3.27
EX20, 00:04:12, 133.39, 3.28
EX20, 00:04:12, 133.50, 3.29
EX20, 00:04:12, 133.62, 3.31
EX20, 00:04:12, 133.51, 3.29
EX20, 00:04:12, 133.29, 3.27
EX20, 00:04:13, 133.05, 3.25
EX20, 00:04:13, 132.81, 3.22
EX20, 00:04:13, 132.60, 3.20
EX20, 00:04:13, 132.43, 3.18
EX20, 00:04:13, 132.33, 3.17
EX20, 00:04:13, 132.28, 3.17
EX20, 00:04:13, 132.23, 3.16
EX20, 00:04:13, 132.16, 3.16
EX20, 00:04:14, 132.03, 3.14
EX20, 00:04:14, 131.90, 3.13
EX20, 00:04:14, 131.74, 3.11
EX20, 00:04:14, 131.60, 3.10
EX20, 00:04:14, 131.45, 3.08
EX20, 00:04:14, 131.35, 3.07
EX20, 00:04:14, 131.26, 3.06
EX20, 00:04:14, 131.18, 3.06
EX20, 00:04:15, 131.12, 3.05
EX20, 00:04:15, 131.05, 3.04
EX20, 00:04:15, 130.98, 3.04
EX20, 00:04:15, 130.90, 3.03
EX20, 00:04:15, 130.81, 3.02
EX20, 00:04:15, 130.67, 3.00

EX20, 00:04:15, 130.48, 2.98
EX20, 00:04:16, 130.29, 2.96
EX20, 00:04:16, 130.08, 2.94
EX20, 00:04:16, 129.88, 2.92
EX20, 00:04:16, 129.66, 2.90
EX20, 00:04:16, 129.45, 2.88
EX20, 00:04:16, 129.26, 2.86
EX20, 00:04:16, 129.09, 2.84
EX20, 00:04:16, 128.96, 2.83
EX20, 00:04:17, 128.84, 2.82
EX20, 00:04:17, 128.74, 2.81
EX20, 00:04:17, 128.67, 2.80
EX20, 00:04:17, 128.62, 2.79
EX20, 00:04:17, 128.59, 2.79
EX20, 00:04:17, 128.57, 2.79
EX20, 00:04:17, 128.57, 2.79
EX20, 00:04:17, 128.60, 2.79
EX20, 00:04:18, 128.63, 2.80
EX20, 00:04:18, 128.67, 2.80
EX20, 00:04:18, 128.74, 2.81
EX20, 00:04:18, 128.79, 2.81
EX20, 00:04:18, 128.84, 2.82
EX20, 00:04:18, 128.88, 2.82
EX20, 00:04:18, 128.90, 2.82
EX20, 00:04:18, 128.91, 2.82
EX20, 00:04:19, 128.91, 2.82
EX20, 00:04:19, 128.86, 2.82
EX20, 00:04:19, 128.80, 2.81
EX20, 00:04:19, 128.74, 2.81
EX20, 00:04:19, 128.66, 2.80
EX20, 00:04:19, 128.58, 2.79
EX20, 00:04:19, 128.50, 2.78
EX20, 00:04:19, 128.43, 2.77
EX20, 00:04:20, 128.37, 2.77

EX20, 00:04:20, 128.31, 2.76
EX20, 00:04:20, 128.28, 2.76
EX20, 00:04:20, 128.26, 2.76
EX20, 00:04:20, 128.25, 2.76
EX20, 00:04:20, 128.25, 2.76
EX20, 00:04:20, 128.24, 2.76
EX20, 00:04:20, 128.26, 2.76
EX20, 00:04:21, 128.29, 2.76
EX20, 00:04:21, 128.33, 2.76
EX20, 00:04:21, 128.38, 2.77
EX20, 00:04:21, 128.45, 2.78
EX20, 00:04:21, 128.53, 2.78
EX20, 00:04:21, 128.61, 2.79
EX20, 00:04:21, 128.70, 2.80
EX20, 00:04:21, 128.81, 2.81
EX20, 00:04:22, 128.78, 2.81
EX20, 00:04:22, 128.69, 2.80
EX20, 00:04:22, 128.59, 2.79
EX20, 00:04:22, 128.51, 2.78
EX20, 00:04:22, 128.46, 2.78
EX20, 00:04:22, 128.42, 2.77
EX20, 00:04:22, 128.40, 2.77
EX20, 00:04:22, 128.37, 2.77
EX20, 00:04:23, 128.34, 2.77
EX20, 00:04:23, 128.32, 2.76
EX20, 00:04:23, 128.31, 2.76
EX20, 00:04:23, 128.28, 2.76
EX20, 00:04:23, 128.26, 2.76
EX20, 00:04:23, 128.25, 2.76
EX20, 00:04:23, 128.25, 2.76
EX20, 00:04:23, 128.25, 2.76
EX20, 00:04:24, 128.25, 2.76
EX20, 00:04:24, 128.24, 2.76
EX20, 00:04:24, 128.21, 2.75

EX20, 00:04:24, 128.15, 2.75
EX20, 00:04:24, 128.10, 2.74
EX20, 00:04:24, 128.05, 2.74
EX20, 00:04:24, 128.00, 2.73
EX20, 00:04:24, 127.97, 2.73
EX20, 00:04:25, 127.95, 2.73
EX20, 00:04:25, 127.95, 2.73
EX20, 00:04:25, 127.96, 2.73
EX20, 00:04:25, 127.96, 2.73
EX20, 00:04:25, 127.97, 2.73
EX20, 00:04:25, 127.99, 2.73
EX20, 00:04:25, 128.03, 2.73
EX20, 00:04:25, 128.09, 2.74
EX20, 00:04:26, 128.16, 2.75
EX20, 00:04:26, 128.24, 2.76
EX20, 00:04:26, 128.34, 2.77
EX20, 00:04:26, 128.45, 2.78
EX20, 00:04:26, 128.57, 2.79
EX20, 00:04:26, 128.71, 2.80
EX20, 00:04:26, 128.85, 2.82
EX20, 00:04:27, 128.93, 2.83
EX20, 00:04:27, 128.91, 2.82
EX20, 00:04:27, 128.84, 2.82
EX20, 00:04:27, 128.77, 2.81
EX20, 00:04:27, 128.72, 2.80
EX20, 00:04:27, 128.68, 2.80
EX20, 00:04:27, 128.65, 2.80
EX20, 00:04:27, 128.65, 2.80
EX20, 00:04:28, 128.65, 2.80
EX20, 00:04:28, 128.63, 2.80
EX20, 00:04:28, 128.54, 2.79
EX20, 00:04:28, 128.46, 2.78
EX20, 00:04:28, 128.37, 2.77
EX20, 00:04:28, 128.30, 2.76

EX20, 00:04:28, 128.15, 2.75
EX20, 00:04:28, 128.02, 2.73
EX20, 00:04:29, 127.91, 2.72
EX20, 00:04:29, 127.70, 2.70
EX20, 00:04:29, 127.54, 2.68
EX20, 00:04:29, 127.42, 2.67
EX20, 00:04:29, 127.27, 2.66
EX20, 00:04:29, 127.16, 2.64
EX20, 00:04:29, 127.06, 2.63
EX20, 00:04:29, 126.99, 2.63
EX20, 00:04:30, 126.93, 2.62
EX20, 00:04:30, 126.89, 2.62
EX20, 00:04:30, 126.87, 2.62
EX20, 00:04:30, 126.86, 2.61
EX20, 00:04:30, 126.87, 2.62
EX20, 00:04:30, 126.90, 2.62
EX20, 00:04:30, 126.93, 2.62
EX20, 00:04:30, 126.99, 2.63
EX20, 00:04:31, 127.05, 2.63
EX20, 00:04:31, 127.13, 2.64
EX20, 00:04:31, 127.22, 2.65
EX20, 00:04:31, 127.31, 2.66
EX20, 00:04:31, 127.42, 2.67
EX20, 00:04:31, 127.54, 2.68
EX20, 00:04:31, 127.61, 2.69
EX20, 00:04:31, 127.53, 2.68
EX20, 00:04:32, 127.46, 2.68
EX20, 00:04:32, 127.43, 2.67
EX20, 00:04:32, 127.40, 2.67
EX20, 00:04:32, 127.38, 2.67
EX20, 00:04:32, 127.37, 2.67
EX20, 00:04:32, 127.38, 2.67
EX20, 00:04:32, 127.40, 2.67
EX20, 00:04:32, 127.44, 2.67

EX20, 00:04:33, 127.51, 2.68
EX20, 00:04:33, 127.58, 2.69
EX20, 00:04:33, 127.67, 2.70
EX20, 00:04:33, 127.77, 2.71
EX20, 00:04:33, 127.87, 2.72
EX20, 00:04:33, 127.99, 2.73
EX20, 00:04:33, 128.12, 2.74
EX20, 00:04:33, 128.24, 2.76
EX20, 00:04:34, 128.37, 2.77
EX20, 00:04:34, 128.49, 2.78
EX20, 00:04:34, 128.61, 2.79
EX20, 00:04:34, 128.75, 2.81
EX20, 00:04:34, 128.90, 2.82
EX20, 00:04:34, 129.05, 2.84
EX20, 00:04:34, 129.22, 2.86
EX20, 00:04:34, 129.40, 2.87
EX20, 00:04:35, 129.57, 2.89
EX20, 00:04:35, 129.76, 2.91
EX20, 00:04:35, 129.93, 2.93
EX20, 00:04:35, 130.07, 2.94
EX20, 00:04:35, 130.21, 2.96
EX20, 00:04:35, 130.36, 2.97
EX20, 00:04:35, 130.52, 2.99
EX20, 00:04:35, 130.68, 3.01
EX20, 00:04:36, 130.86, 3.02
EX20, 00:04:36, 131.04, 3.04
EX20, 00:04:36, 131.23, 3.06
EX20, 00:04:36, 131.43, 3.08
EX20, 00:04:36, 131.63, 3.10
EX20, 00:04:36, 131.83, 3.12
EX20, 00:04:36, 132.03, 3.14
EX20, 00:04:37, 132.22, 3.16
EX20, 00:04:37, 132.42, 3.18
EX20, 00:04:37, 132.61, 3.20

EX20, 00:04:37, 132.80, 3.22
EX20, 00:04:37, 132.99, 3.24
EX20, 00:04:37, 133.17, 3.26
EX20, 00:04:37, 133.28, 3.27
EX20, 00:04:37, 133.42, 3.29
EX20, 00:04:38, 133.56, 3.30
EX20, 00:04:38, 133.70, 3.31
EX20, 00:04:38, 133.85, 3.33
EX20, 00:04:38, 134.01, 3.35
EX20, 00:04:38, 134.12, 3.36
EX20, 00:04:38, 134.20, 3.37
EX20, 00:04:38, 134.17, 3.36
EX20, 00:04:38, 134.15, 3.36
EX20, 00:04:39, 134.15, 3.36
EX20, 00:04:39, 134.15, 3.36
EX20, 00:04:39, 134.16, 3.36
EX20, 00:04:39, 134.15, 3.36
EX20, 00:04:39, 134.23, 3.37
EX20, 00:04:39, 134.18, 3.36
EX20, 00:04:39, 134.17, 3.36
EX20, 00:04:39, 134.18, 3.36
EX20, 00:04:40, 134.19, 3.36
EX20, 00:04:40, 134.21, 3.37
EX20, 00:04:40, 134.28, 3.37
EX20, 00:04:40, 134.25, 3.37
EX20, 00:04:40, 134.25, 3.37
EX20, 00:04:40, 134.26, 3.37
EX20, 00:04:40, 134.24, 3.37
EX20, 00:04:40, 134.29, 3.37
EX20, 00:04:41, 134.24, 3.37
EX20, 00:04:41, 134.25, 3.37
EX20, 00:04:41, 134.25, 3.37
EX20, 00:04:41, 134.25, 3.37
EX20, 00:04:41, 134.23, 3.37

EX20, 00:04:41, 134.24, 3.37
EX20, 00:04:41, 134.24, 3.37
EX20, 00:04:41, 134.24, 3.37
EX20, 00:04:42, 134.24, 3.37
EX20, 00:04:42, 134.24, 3.37
EX20, 00:04:42, 134.23, 3.37
EX20, 00:04:42, 134.23, 3.37
EX20, 00:04:42, 134.20, 3.36
EX20, 00:04:42, 134.20, 3.36
EX20, 00:04:42, 134.21, 3.37
EX20, 00:04:42, 134.20, 3.37
EX20, 00:04:43, 134.19, 3.36
EX20, 00:04:43, 134.19, 3.36
EX20, 00:04:43, 134.20, 3.36
EX20, 00:04:43, 134.19, 3.36
EX20, 00:04:43, 134.19, 3.36
EX20, 00:04:43, 134.19, 3.36
EX20, 00:04:43, 134.19, 3.36
EX20, 00:04:43, 134.20, 3.36
EX20, 00:04:44, 134.19, 3.36
EX20, 00:04:44, 134.20, 3.36
EX20, 00:04:44, 134.20, 3.37
EX20, 00:04:44, 134.22, 3.37
EX20, 00:04:44, 134.19, 3.36
EX20, 00:04:44, 134.19, 3.36
EX20, 00:04:44, 134.22, 3.37
EX20, 00:04:44, 134.26, 3.37
EX20, 00:04:45, 134.29, 3.37
EX20, 00:04:45, 134.30, 3.38
EX20, 00:04:45, 134.30, 3.37
EX20, 00:04:45, 134.29, 3.37
EX20, 00:04:45, 134.27, 3.37
EX20, 00:04:45, 134.23, 3.37
EX20, 00:04:45, 134.19, 3.36

EX20, 00:04:45, 134.14, 3.36
EX20, 00:04:46, 134.10, 3.35
EX20, 00:04:46, 133.93, 3.34
EX20, 00:04:46, 133.59, 3.30
EX20, 00:04:46, 133.37, 3.28
EX20, 00:04:46, 133.22, 3.27
EX20, 00:04:46, 133.21, 3.26
EX20, 00:04:46, 133.21, 3.26
EX20, 00:04:46, 133.24, 3.27
EX20, 00:04:47, 133.28, 3.27
EX20, 00:04:47, 133.22, 3.26
EX20, 00:04:47, 133.18, 3.26
EX20, 00:04:47, 133.16, 3.26
EX20, 00:04:47, 133.17, 3.26
EX20, 00:04:47, 133.20, 3.26
EX20, 00:04:47, 133.24, 3.27
EX20, 00:04:48, 133.29, 3.27
EX20, 00:04:48, 133.35, 3.28
EX20, 00:04:48, 133.41, 3.28
EX20, 00:04:48, 133.44, 3.29
EX20, 00:04:48, 133.48, 3.29
EX20, 00:04:48, 133.52, 3.30
EX20, 00:04:48, 133.53, 3.30
EX20, 00:04:48, 133.50, 3.29
EX20, 00:04:49, 133.40, 3.28
EX20, 00:04:49, 133.24, 3.27
EX20, 00:04:49, 133.10, 3.25
EX20, 00:04:49, 133.01, 3.24
EX20, 00:04:49, 132.94, 3.24
EX20, 00:04:49, 132.87, 3.23
EX20, 00:04:49, 132.80, 3.22
EX20, 00:04:49, 132.75, 3.22
EX20, 00:04:50, 132.69, 3.21
EX20, 00:04:50, 132.63, 3.20

EX20, 00:04:50, 132.56, 3.20
EX20, 00:04:50, 132.49, 3.19
EX20, 00:04:50, 132.42, 3.18
EX20, 00:04:50, 132.35, 3.18
EX20, 00:04:50, 132.28, 3.17
EX20, 00:04:50, 132.21, 3.16
EX20, 00:04:51, 132.15, 3.16
EX20, 00:04:51, 132.10, 3.15
EX20, 00:04:51, 132.08, 3.15
EX20, 00:04:51, 132.08, 3.15
EX20, 00:04:51, 132.12, 3.15
EX20, 00:04:51, 132.15, 3.16
EX20, 00:04:51, 132.20, 3.16
EX20, 00:04:51, 132.25, 3.17
EX20, 00:04:52, 132.29, 3.17
EX20, 00:04:52, 132.35, 3.18
EX20, 00:04:52, 132.42, 3.18
EX20, 00:04:52, 132.50, 3.19
EX20, 00:04:52, 132.64, 3.21
EX20, 00:04:52, 132.60, 3.20
EX20, 00:04:52, 132.52, 3.19
EX20, 00:04:52, 132.39, 3.18
EX20, 00:04:53, 132.25, 3.17
EX20, 00:04:53, 132.01, 3.14
EX20, 00:04:53, 131.81, 3.12
EX20, 00:04:53, 131.63, 3.10
EX20, 00:04:53, 131.48, 3.09
EX20, 00:04:53, 131.32, 3.07
EX20, 00:04:53, 131.12, 3.05
EX20, 00:04:53, 130.89, 3.03
EX20, 00:04:54, 130.68, 3.01
EX20, 00:04:54, 130.49, 2.98
EX20, 00:04:54, 130.29, 2.96
EX20, 00:04:54, 130.09, 2.94

EX20, 00:04:54, 129.92, 2.93
EX20, 00:04:54, 129.76, 2.91
EX20, 00:04:54, 129.59, 2.89
EX20, 00:04:54, 129.45, 2.88
EX20, 00:04:55, 129.34, 2.87
EX20, 00:04:55, 129.24, 2.86
EX20, 00:04:55, 129.15, 2.85
EX20, 00:04:55, 129.08, 2.84
EX20, 00:04:55, 129.03, 2.84
EX20, 00:04:55, 128.99, 2.83
EX20, 00:04:55, 128.98, 2.83
EX20, 00:04:55, 128.97, 2.83
EX20, 00:04:56, 128.98, 2.83
EX20, 00:04:56, 129.00, 2.83
EX20, 00:04:56, 129.02, 2.84
EX20, 00:04:56, 129.07, 2.84
EX20, 00:04:56, 129.12, 2.84
EX20, 00:04:56, 129.21, 2.86
EX20, 00:04:56, 129.15, 2.85
EX20, 00:04:57, 129.02, 2.84
EX20, 00:04:57, 128.82, 2.81
EX20, 00:04:57, 128.65, 2.80
EX20, 00:04:57, 128.52, 2.78
EX20, 00:04:57, 128.39, 2.77
EX20, 00:04:57, 128.29, 2.76
EX20, 00:04:57, 128.17, 2.75
EX20, 00:04:57, 128.01, 2.73
EX20, 00:04:58, 127.86, 2.72
EX20, 00:04:58, 127.73, 2.70
EX20, 00:04:58, 127.62, 2.69
EX20, 00:04:58, 127.53, 2.68
EX20, 00:04:58, 127.45, 2.67
EX20, 00:04:58, 127.39, 2.67
EX20, 00:04:58, 127.34, 2.66

EX20, 00:04:58, 127.32, 2.66
EX20, 00:04:59, 127.31, 2.66
EX20, 00:04:59, 127.32, 2.66
EX20, 00:04:59, 127.34, 2.66
EX20, 00:04:59, 127.38, 2.67
EX20, 00:04:59, 127.41, 2.67
EX20, 00:04:59, 127.32, 2.66
EX20, 00:04:59, 127.19, 2.65
EX20, 00:04:59, 127.10, 2.64
EX20, 00:05:00, 127.02, 2.63
EX20, 00:05:00, 126.96, 2.62
EX20, 00:05:00, 126.90, 2.62
EX20, 00:05:00, 126.80, 2.61
EX20, 00:05:00, 126.68, 2.60
EX20, 00:05:00, 126.54, 2.58
EX20, 00:05:00, 126.39, 2.57
EX20, 00:05:00, 126.25, 2.55
EX20, 00:05:01, 126.12, 2.54
EX20, 00:05:01, 126.02, 2.53
EX20, 00:05:01, 125.91, 2.52
EX20, 00:05:01, 125.83, 2.51
EX20, 00:05:01, 125.75, 2.50
EX20, 00:05:01, 125.71, 2.50
EX20, 00:05:01, 125.69, 2.49
EX20, 00:05:01, 125.69, 2.49
EX20, 00:05:02, 125.71, 2.50
EX20, 00:05:02, 125.75, 2.50
EX20, 00:05:02, 125.80, 2.51
EX20, 00:05:02, 125.86, 2.51
EX20, 00:05:02, 125.93, 2.52
EX20, 00:05:02, 126.02, 2.53
EX20, 00:05:02, 126.12, 2.54
EX20, 00:05:02, 126.24, 2.55
EX20, 00:05:03, 126.36, 2.56

EX20, 00:05:03, 126.49, 2.58
EX20, 00:05:03, 126.62, 2.59
EX20, 00:05:03, 126.77, 2.60
EX20, 00:05:03, 126.92, 2.62
EX20, 00:05:03, 127.02, 2.63
EX20, 00:05:03, 126.90, 2.62
EX20, 00:05:03, 126.74, 2.60
EX20, 00:05:04, 126.62, 2.59
EX20, 00:05:04, 126.53, 2.58
EX20, 00:05:04, 126.46, 2.57
EX20, 00:05:04, 126.41, 2.57
EX20, 00:05:04, 126.39, 2.57
EX20, 00:05:04, 126.39, 2.57
EX20, 00:05:04, 126.41, 2.57
EX20, 00:05:04, 126.45, 2.57
EX20, 00:05:05, 126.50, 2.58
EX20, 00:05:05, 126.57, 2.58
EX20, 00:05:05, 126.64, 2.59
EX20, 00:05:05, 126.74, 2.60
EX20, 00:05:05, 126.78, 2.61
EX20, 00:05:05, 126.71, 2.60
EX20, 00:05:05, 126.62, 2.59
EX20, 00:05:05, 126.54, 2.58
EX20, 00:05:06, 126.49, 2.58
EX20, 00:05:06, 126.45, 2.57
EX20, 00:05:06, 126.44, 2.57
EX20, 00:05:06, 126.44, 2.57
EX20, 00:05:06, 126.47, 2.57
EX20, 00:05:06, 126.50, 2.58
EX20, 00:05:06, 126.54, 2.58
EX20, 00:05:06, 126.60, 2.59
EX20, 00:05:07, 126.67, 2.60
EX20, 00:05:07, 126.75, 2.60
EX20, 00:05:07, 126.85, 2.61

EX20, 00:05:07, 126.95, 2.62
EX20, 00:05:07, 127.06, 2.64
EX20, 00:05:07, 127.19, 2.65
EX20, 00:05:07, 127.33, 2.66
EX20, 00:05:07, 127.47, 2.68
EX20, 00:05:08, 127.63, 2.69
EX20, 00:05:08, 127.79, 2.71
EX20, 00:05:08, 127.96, 2.73
EX20, 00:05:08, 128.14, 2.74
EX20, 00:05:08, 128.32, 2.76
EX20, 00:05:08, 128.51, 2.78
EX20, 00:05:08, 128.69, 2.80
EX20, 00:05:09, 128.88, 2.82
EX20, 00:05:09, 129.09, 2.84
EX20, 00:05:09, 129.28, 2.86
EX20, 00:05:09, 129.47, 2.88
EX20, 00:05:09, 129.51, 2.89
EX20, 00:05:09, 129.45, 2.88
EX20, 00:05:09, 129.42, 2.88
EX20, 00:05:09, 129.41, 2.88
EX20, 00:05:10, 129.43, 2.88
EX20, 00:05:10, 129.46, 2.88
EX20, 00:05:10, 129.49, 2.88
EX20, 00:05:10, 129.54, 2.89
EX20, 00:05:10, 129.59, 2.89
EX20, 00:05:10, 129.66, 2.90
EX20, 00:05:10, 129.74, 2.91
EX20, 00:05:10, 129.82, 2.92
EX20, 00:05:11, 129.92, 2.93
EX20, 00:05:11, 130.03, 2.94
EX20, 00:05:11, 130.15, 2.95
EX20, 00:05:11, 130.28, 2.96
EX20, 00:05:11, 130.42, 2.98
EX20, 00:05:11, 130.57, 2.99

EX20, 00:05:11, 130.71, 3.01
EX20, 00:05:11, 130.88, 3.03
EX20, 00:05:12, 131.05, 3.04
EX20, 00:05:12, 131.23, 3.06
EX20, 00:05:12, 131.42, 3.08
EX20, 00:05:12, 131.61, 3.10
EX20, 00:05:12, 131.80, 3.12
EX20, 00:05:12, 131.94, 3.13
EX20, 00:05:12, 131.97, 3.14
EX20, 00:05:12, 132.04, 3.14
EX20, 00:05:13, 132.13, 3.15
EX20, 00:05:13, 132.22, 3.16
EX20, 00:05:13, 132.27, 3.17
EX20, 00:05:13, 132.30, 3.17
EX20, 00:05:13, 132.33, 3.17
EX20, 00:05:13, 132.32, 3.17
EX20, 00:05:13, 132.29, 3.17
EX20, 00:05:13, 132.26, 3.17
EX20, 00:05:14, 132.23, 3.16
EX20, 00:05:14, 132.16, 3.16
EX20, 00:05:14, 132.12, 3.15
EX20, 00:05:14, 132.08, 3.15
EX20, 00:05:14, 132.02, 3.14
EX20, 00:05:14, 131.98, 3.14
EX20, 00:05:14, 131.95, 3.14
EX20, 00:05:14, 131.93, 3.13
EX20, 00:05:15, 131.91, 3.13
EX20, 00:05:15, 131.91, 3.13
EX20, 00:05:15, 131.91, 3.13
EX20, 00:05:15, 131.92, 3.13
EX20, 00:05:15, 131.94, 3.13
EX20, 00:05:15, 131.97, 3.14
EX20, 00:05:15, 131.99, 3.14
