# 
{"kP":"1","kD":"0","kI":"0","density":"997","profile":["dive: 2.0, 0.30, 30.00, 300.00","surface"]}

dive: 2.0, 0.30, 30.00, 300.00
EX20, 00:01:13, 0.00, -0.10
EX20, 00:01:13, 2.10, -0.10
EX20, 00:01:14, 2.10, -0.10
EX20, 00:01:14, 2.10, -0.10
EX20, 00:01:14, 2.10, -0.10
EX20, 00:01:14, 2.10, -0.10
EX20, 00:01:14, 2.10, -0.10
EX20, 00:01:14, 2.10, -0.10
EX20, 00:01:14, 2.10, -0.09
EX20, 00:01:14, 2.10, -0.09
EX20, 00:01:15, 2.10, -0.09
EX20, 00:01:15, 2.10, -0.09
EX20, 00:01:15, 2.10, -0.09
EX20, 00:01:15, 2.10, -0.09
EX20, 00:01:15, 2.10, -0.09
EX20, 00:01:15, 2.10, -0.09
EX20, 00:01:15, 2.10, -0.09
EX20, 00:01:15, 2.09, -0.09
EX20, 00:01:16, 2.09, -0.09
EX20, 00:01:16, 2.09, -0.09
EX20, 00:01:16, 2.09, -0.09
EX20, 00:01:16, 2.09, -0.09
EX20, 00:01:16, 2.09, -0.09
EX20, 00:01:16, 2.09, -0.09
EX20, 00:01:16, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:17, 2.09, -0.09
EX20, 00:01:18, 2.09, -0.09
EX20, 00:01:18, 2.09, -0.09

EX20, 00:01:18, 2.09, -0.08
EX20, 00:01:18, 2.09, -0.08
EX20, 00:01:18, 2.09, -0.07
EX20, 00:01:18, 2.09, -0.06
EX20, 00:01:18, 2.09, -0.05
EX20, 00:01:18, 2.09, -0.05
EX20, 00:01:19, 2.05, -0.04
EX20, 00:01:19, 2.05, -0.03
EX20, 00:01:19, 2.05, -0.02
EX20, 00:01:19, 2.05, -0.01
EX20, 00:01:19, 2.05, -0.00
EX20, 00:01:19, 2.05, 0.01
EX20, 00:01:19, 2.05, 0.02
EX20, 00:01:19, 2.05, 0.03
EX20, 00:01:20, 1.97, 0.04
EX20, 00:01:20, 1.97, 0.05
EX20, 00:01:20, 1.97, 0.06
EX20, 00:01:20, 1.97, 0.08
EX20, 00:01:20, 1.97, 0.09
EX20, 00:01:20, 1.97, 0.11
EX20, 00:01:20, 1.97, 0.12
EX20, 00:01:20, 1.97, 0.13
EX20, 00:01:21, 1.86, 0.15
EX20, 00:01:21, 1.86, 0.16
EX20, 00:01:21, 1.86, 0.18
EX20, 00:01:21, 1.86, 0.20
EX20, 00:01:21, 1.86, 0.21
EX20, 00:01:21, 1.86, 0.23
EX20, 00:01:21, 1.86, 0.25
EX20, 00:01:21, 1.86, 0.27
EX20, 00:01:22, 1.73, 0.28
EX20, 00:01:22, 1.73, 0.30
EX20, 00:01:22, 1.73, 0.32
EX20, 00:01:22, 1.73, 0.34
EX20, 00:01:22, 1.73, 0.36
EX20, 00:01:22, 1.73, 0.38

EX20, 00:01:22, 1.73, 0.40
