# 
{"kP":"1","kD":"0","kI":"0","density":"997","profile":["dive: 2.0, 0.30, 30.00, 300.00","surface"]}

dive: 2.0, 0.30, 30.00, 300.00
EX20, 00:01:22, 1.73, 0.42
EX20, 00:01:23, 1.57, 0.44
EX20, 00:01:23, 1.57, 0.46
EX20, 00:01:23, 1.57, 0.48
EX20, 00:01:23, 1.57, 0.51
EX20, 00:01:23, 1.57, 0.53
EX20, 00:01:23, 1.57, 0.55
EX20, 00:01:23, 1.57, 0.58
EX20, 00:01:23, 1.57, 0.60
EX20, 00:01:24, 1.39, 0.62
EX20, 00:01:24, 1.39, 0.65
EX20, 00:01:24, 1.39, 0.67
EX20, 00:01:24, 1.39, 0.70
EX20, 00:01:24, 1.39, 0.72
EX20, 00:01:24, 1.39, 0.75
EX20, 00:01:24, 1.39, 0.77
EX20, 00:01:25, 1.39, 0.80
EX20, 00:01:25, 1.19, 0.83
EX20, 00:01:25, 1.19, 0.85
EX20, 00:01:25, 1.19, 0.88
EX20, 00:01:25, 1.19, 0.91
EX20, 00:01:25, 1.19, 0.93
EX20, 00:01:25, 1.19, 0.96
EX20, 00:01:25, 1.19, 0.99
EX20, 00:01:26, 1.19, 1.02
EX20, 00:01:26, 0.97, 1.05
EX20, 00:01:26, 0.97, 1.08
EX20, 00:01:26, 0.97, 1.10
EX20, 00:01:26, 0.97, 1.13
EX20, 00:01:26, 0.97, 1.16
EX20, 00:01:26, 0.97, 1.19
EX20, 00:01:26, 0.97, 1.22
EX20, 00:01:27, 0.97, 1.25
EX20, 00:01:27, 0.74, 1.28
EX20, 00:01:27, 0.74, 1.31
EX20, 00:01:27, 0.74, 1.34

EX20, 00:01:27, 0.74, 1.37
EX20, 00:01:27, 0.74, 1.40
EX20, 00:01:27, 0.74, 1.43
EX20, 00:01:27, 0.74, 1.46
EX20, 00:01:28, 0.74, 1.49
EX20, 00:01:28, 0.50, 1.52
EX20, 00:01:28, 0.50, 1.55
EX20, 00:01:28, 0.50, 1.58
EX20, 00:01:28, 0.50, 1.61
EX20, 00:01:28, 0.50, 1.64
EX20, 00:01:28, 0.50, 1.68
EX20, 00:01:28, 0.50, 1.71
EX20, 00:01:29, 0.50, 1.74
EX20, 00:01:29, 0.25, 1.77
EX20, 00:01:29, 0.25, 1.80
EX20, 00:01:29, 0.25, 1.83
EX20, 00:01:29, 0.25, 1.86
EX20, 00:01:29, 0.25, 1.89
EX20, 00:01:29, 0.25, 1.92
EX20, 00:01:29, 0.25, 1.95
EX20, 00:01:30, 0.25, 1.98
EX20, 00:01:30, 0.01, 2.01
EX20, 00:01:30, 0.01, 2.05
EX20, 00:01:30, 0.01, 2.08
EX20, 00:01:30, 0.01, 2.11
EX20, 00:01:30, 0.01, 2.14
EX20, 00:01:30, 0.01, 2.17
EX20, 00:01:30, 0.01, 2.20
EX20, 00:01:31, 0.01, 2.23
EX20, 00:01:31, -0.24, 2.26
EX20, 00:01:31, -0.24, 2.29
EX20, 00:01:31, -0.24, 2.32
EX20, 00:01:31, -0.24, 2.35
EX20, 00:01:31, -0.24, 2.38
EX20, 00:01:31, -0.24, 2.41
EX20, 00:01:32, -0.24, 2.44

EX20, 00:01:32, -0.24, 2.47
EX20, 00:01:32, -0.48, 2.50
EX20, 00:01:32, -0.48, 2.53
EX20, 00:01:32, -0.48, 2.56
EX20, 00:01:32, -0.48, 2.59
EX20, 00:01:32, -0.48, 2.62
EX20, 00:01:32, -0.48, 2.65
EX20, 00:01:33, -0.48, 2.68
EX20, 00:01:33, -0.48, 2.71
EX20, 00:01:33, -0.72, 2.73
EX20, 00:01:33, -0.72, 2.76
EX20, 00:01:33, -0.72, 2.79
EX20, 00:01:33, -0.72, 2.82
EX20, 00:01:33, -0.72, 2.85
EX20, 00:01:33, -0.72, 2.88
EX20, 00:01:34, -0.72, 2.90
EX20, 00:01:34, -0.72, 2.93
EX20, 00:01:34, -0.94, 2.96
EX20, 00:01:34, -0.94, 2.99
EX20, 00:01:34, -0.94, 3.01
EX20, 00:01:34, -0.94, 3.04
EX20, 00:01:34, -0.94, 3.07
EX20, 00:01:34, -0.94, 3.09
EX20, 00:01:35, -0.94, 3.12
EX20, 00:01:35, -0.94, 3.14
EX20, 00:01:35, -1.15, 3.17
EX20, 00:01:35, -1.15, 3.20
EX20, 00:01:35, -1.15, 3.22
EX20, 00:01:35, -1.15, 3.25
EX20, 00:01:35, -1.15, 3.28
EX20, 00:01:35, -1.15, 3.30
EX20, 00:01:36, -1.15, 3.33
EX20, 00:01:36, -1.15, 3.35
EX20, 00:01:36, -1.42, 3.36
EX20, 00:01:36, -1.42, 3.35

EX20, 00:01:36, -1.42, 3.35
EX20, 00:01:36, -1.42, 3.35
EX20, 00:01:36, -1.42, 3.35
EX20, 00:01:36, -1.42, 3.36
EX20, 00:01:37, -1.42, 3.35
EX20, 00:01:37, -1.42, 3.35
EX20, 00:01:37, -1.35, 3.35
EX20, 00:01:37, -1.35, 3.36
EX20, 00:01:37, -1.35, 3.36
EX20, 00:01:37, -1.35, 3.36
EX20, 00:01:37, -1.35, 3.36
EX20, 00:01:37, -1.35, 3.36
EX20, 00:01:38, -1.35, 3.36
EX20, 00:01:38, -1.35, 3.36
EX20, 00:01:38, -1.36, 3.36
EX20, 00:01:38, -1.36, 3.36
EX20, 00:01:38, -1.36, 3.36
EX20, 00:01:38, -1.36, 3.36
EX20, 00:01:38, -1.36, 3.36
EX20, 00:01:38, -1.36, 3.36
EX20, 00:01:39, -1.36, 3.36
EX20, 00:01:39, -1.36, 3.36
EX20, 00:01:39, -1.36, 3.36
EX20, 00:01:39, -1.36, 3.36
EX20, 00:01:39, -1.36, 3.36
EX20, 00:01:39, -1.36, 3.36
EX20, 00:01:39, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36
EX20, 00:01:40, -1.36, 3.36

EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:41, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:42, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:43, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:44, -1.36, 3.36
EX20, 00:01:45, -1.36, 3.36
EX20, 00:01:45, -1.36, 3.36
EX20, 00:01:45, -1.36, 3.36

EX20, 00:01:45, -1.36, 3.36
EX20, 00:01:45, -1.36, 3.36
EX20, 00:01:45, -1.36, 3.36
EX20, 00:01:45, -1.36, 3.36
EX20, 00:01:45, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:46, -1.36, 3.36
EX20, 00:01:47, -1.36, 3.36
EX20, 00:01:47, -1.36, 3.36
EX20, 00:01:47, -1.36, 3.36
EX20, 00:01:47, -1.35, 3.35
EX20, 00:01:47, -1.35, 3.35
EX20, 00:01:47, -1.35, 3.35
EX20, 00:01:47, -1.35, 3.35
EX20, 00:01:48, -1.35, 3.35
EX20, 00:01:48, -1.35, 3.35
EX20, 00:01:48, -1.35, 3.34
EX20, 00:01:48, -1.35, 3.34
EX20, 00:01:48, -1.34, 3.34
EX20, 00:01:48, -1.34, 3.34
EX20, 00:01:48, -1.34, 3.33
EX20, 00:01:48, -1.34, 3.33
EX20, 00:01:49, -1.34, 3.33
EX20, 00:01:49, -1.34, 3.32
EX20, 00:01:49, -1.34, 3.32
EX20, 00:01:49, -1.34, 3.31
EX20, 00:01:49, -1.31, 3.31
EX20, 00:01:49, -1.31, 3.30
EX20, 00:01:49, -1.31, 3.30

EX20, 00:01:49, -1.31, 3.29
EX20, 00:01:50, -1.31, 3.29
EX20, 00:01:50, -1.31, 3.28
EX20, 00:01:50, -1.31, 3.28
EX20, 00:01:50, -1.31, 3.27
EX20, 00:01:50, -1.27, 3.26
EX20, 00:01:50, -1.27, 3.26
EX20, 00:01:50, -1.27, 3.25
EX20, 00:01:50, -1.27, 3.25
EX20, 00:01:51, -1.27, 3.24
EX20, 00:01:51, -1.27, 3.23
EX20, 00:01:51, -1.27, 3.22
EX20, 00:01:51, -1.27, 3.22
EX20, 00:01:51, -1.21, 3.21
EX20, 00:01:51, -1.21, 3.20
EX20, 00:01:51, -1.21, 3.19
EX20, 00:01:51, -1.21, 3.19
EX20, 00:01:52, -1.21, 3.18
EX20, 00:01:52, -1.21, 3.17
EX20, 00:01:52, -1.21, 3.16
EX20, 00:01:52, -1.21, 3.15
EX20, 00:01:52, -1.15, 3.15
EX20, 00:01:52, -1.15, 3.14
EX20, 00:01:52, -1.15, 3.13
EX20, 00:01:52, -1.15, 3.12
EX20, 00:01:53, -1.15, 3.11
EX20, 00:01:53, -1.15, 3.10
EX20, 00:01:53, -1.15, 3.09
EX20, 00:01:53, -1.15, 3.08
EX20, 00:01:53, -1.08, 3.08
EX20, 00:01:53, -1.08, 3.07
EX20, 00:01:53, -1.08, 3.06
EX20, 00:01:53, -1.08, 3.05
EX20, 00:01:54, -1.08, 3.04
EX20, 00:01:54, -1.08, 3.03

EX20, 00:01:54, -1.08, 3.02
EX20, 00:01:54, -1.08, 3.01
EX20, 00:01:54, -1.00, 3.00
EX20, 00:01:54, -1.00, 2.99
EX20, 00:01:54, -1.00, 2.98
EX20, 00:01:55, -1.00, 2.97
EX20, 00:01:55, -1.00, 2.96
EX20, 00:01:55, -1.00, 2.95
EX20, 00:01:55, -1.00, 2.94
EX20, 00:01:55, -1.00, 2.93
EX20, 00:01:55, -0.92, 2.92
EX20, 00:01:55, -0.92, 2.91
EX20, 00:01:55, -0.92, 2.90
EX20, 00:01:56, -0.92, 2.89
EX20, 00:01:56, -0.92, 2.88
EX20, 00:01:56, -0.92, 2.87
EX20, 00:01:56, -0.92, 2.86
EX20, 00:01:56, -0.92, 2.85
EX20, 00:01:56, -0.84, 2.84
EX20, 00:01:56, -0.84, 2.83
EX20, 00:01:56, -0.84, 2.82
EX20, 00:01:57, -0.84, 2.81
EX20, 00:01:57, -0.84, 2.80
EX20, 00:01:57, -0.84, 2.79
EX20, 00:01:57, -0.84, 2.78
EX20, 00:01:57, -0.84, 2.77
EX20, 00:01:57, -0.76, 2.75
EX20, 00:01:57, -0.76, 2.74
EX20, 00:01:57, -0.76, 2.73
EX20, 00:01:58, -0.76, 2.72
EX20, 00:01:58, -0.76, 2.71
EX20, 00:01:58, -0.76, 2.70
EX20, 00:01:58, -0.76, 2.69
EX20, 00:01:58, -0.76, 2.68
EX20, 00:01:58, -0.68, 2.67

EX20, 00:01:58, -0.68, 2.66
EX20, 00:01:58, -0.68, 2.65
EX20, 00:01:59, -0.68, 2.64
EX20, 00:01:59, -0.68, 2.63
EX20, 00:01:59, -0.68, 2.62
EX20, 00:01:59, -0.68, 2.61
EX20, 00:01:59, -0.68, 2.60
EX20, 00:01:59, -0.59, 2.59
EX20, 00:01:59, -0.59, 2.58
EX20, 00:01:59, -0.59, 2.57
EX20, 00:02:00, -0.59, 2.56
EX20, 00:02:00, -0.59, 2.55
EX20, 00:02:00, -0.59, 2.54
EX20, 00:02:00, -0.59, 2.53
EX20, 00:02:00, -0.59, 2.52
EX20, 00:02:00, -0.51, 2.51
EX20, 00:02:00, -0.51, 2.50
EX20, 00:02:00, -0.51, 2.49
EX20, 00:02:01, -0.51, 2.48
EX20, 00:02:01, -0.51, 2.47
EX20, 00:02:01, -0.51, 2.46
EX20, 00:02:01, -0.51, 2.45
EX20, 00:02:01, -0.51, 2.44
EX20, 00:02:01, -0.43, 2.43
EX20, 00:02:01, -0.43, 2.42
EX20, 00:02:02, -0.43, 2.41
EX20, 00:02:02, -0.43, 2.40
EX20, 00:02:02, -0.43, 2.39
EX20, 00:02:02, -0.43, 2.38
EX20, 00:02:02, -0.43, 2.37
EX20, 00:02:02, -0.43, 2.36
EX20, 00:02:02, -0.35, 2.35
EX20, 00:02:02, -0.35, 2.34
EX20, 00:02:03, -0.35, 2.32
EX20, 00:02:03, -0.35, 2.31

EX20, 00:02:03, -0.35, 2.30
EX20, 00:02:03, -0.35, 2.29
EX20, 00:02:03, -0.35, 2.28
EX20, 00:02:03, -0.35, 2.27
EX20, 00:02:03, -0.26, 2.26
EX20, 00:02:03, -0.26, 2.25
EX20, 00:02:04, -0.26, 2.24
EX20, 00:02:04, -0.26, 2.23
EX20, 00:02:04, -0.26, 2.22
EX20, 00:02:04, -0.26, 2.21
EX20, 00:02:04, -0.26, 2.19
EX20, 00:02:04, -0.26, 2.18
EX20, 00:02:04, -0.18, 2.17
EX20, 00:02:04, -0.18, 2.16
EX20, 00:02:05, -0.18, 2.15
EX20, 00:02:05, -0.18, 2.14
EX20, 00:02:05, -0.18, 2.13
EX20, 00:02:05, -0.18, 2.12
EX20, 00:02:05, -0.18, 2.10
EX20, 00:02:05, -0.18, 2.09
EX20, 00:02:05, -0.09, 2.08
EX20, 00:02:05, -0.09, 2.07
EX20, 00:02:06, -0.09, 2.06
EX20, 00:02:06, -0.09, 2.05
EX20, 00:02:06, -0.09, 2.04
EX20, 00:02:06, -0.09, 2.02
EX20, 00:02:06, -0.09, 2.01
EX20, 00:02:06, -0.09, 2.00
EX20, 00:02:06, 0.01, 1.99
EX20, 00:02:06, 0.01, 1.98
EX20, 00:02:07, 0.01, 1.96
EX20, 00:02:07, 0.01, 1.95
EX20, 00:02:07, 0.01, 1.94
EX20, 00:02:07, 0.01, 1.93
EX20, 00:02:07, 0.01, 1.92
EX20, 00:02:07, 0.01, 1.90

EX20, 00:02:07, 0.10, 1.89
EX20, 00:02:07, 0.10, 1.88
EX20, 00:02:08, 0.10, 1.87
EX20, 00:02:08, 0.10, 1.86
EX20, 00:02:08, 0.10, 1.84
EX20, 00:02:08, 0.10, 1.83
EX20, 00:02:08, 0.10, 1.82
EX20, 00:02:08, 0.10, 1.81
EX20, 00:02:08, 0.20, 1.80
EX20, 00:02:08, 0.20, 1.79
EX20, 00:02:09, 0.20, 1.78
EX20, 00:02:09, 0.20, 1.77
EX20, 00:02:09, 0.20, 1.76
EX20, 00:02:09, 0.20, 1.75
EX20, 00:02:09, 0.20, 1.74
EX20, 00:02:09, 0.20, 1.73
EX20, 00:02:09, 0.28, 1.72
EX20, 00:02:10, 0.28, 1.71
EX20, 00:02:10, 0.28, 1.70
EX20, 00:02:10, 0.28, 1.69
EX20, 00:02:10, 0.28, 1.68
EX20, 00:02:10, 0.28, 1.67
EX20, 00:02:10, 0.28, 1.66
EX20, 00:02:10, 0.28, 1.66
EX20, 00:02:10, 0.35, 1.65
EX20, 00:02:11, 0.35, 1.64
EX20, 00:02:11, 0.35, 1.64
EX20, 00:02:11, 0.35, 1.63
EX20, 00:02:11, 0.35, 1.62
EX20, 00:02:11, 0.35, 1.62
EX20, 00:02:11, 0.35, 1.61
EX20, 00:02:11, 0.35, 1.61
EX20, 00:02:11, 0.40, 1.60
EX20, 00:02:12, 0.40, 1.60
EX20, 00:02:12, 0.40, 1.60
EX20, 00:02:12, 0.40, 1.59
EX20, 00:02:12, 0.40, 1.59

EX20, 00:02:12, 0.40, 1.59
EX20, 00:02:12, 0.40, 1.59
EX20, 00:02:12, 0.40, 1.59
EX20, 00:02:12, 0.41, 1.59
EX20, 00:02:13, 0.41, 1.59
EX20, 00:02:13, 0.41, 1.59
EX20, 00:02:13, 0.41, 1.59
EX20, 00:02:13, 0.41, 1.59
EX20, 00:02:13, 0.41, 1.59
EX20, 00:02:13, 0.41, 1.59
EX20, 00:02:13, 0.41, 1.59
EX20, 00:02:13, 0.40, 1.60
EX20, 00:02:14, 0.40, 1.60
EX20, 00:02:14, 0.40, 1.60
EX20, 00:02:14, 0.40, 1.61
EX20, 00:02:14, 0.40, 1.61
EX20, 00:02:14, 0.40, 1.62
EX20, 00:02:14, 0.40, 1.63
EX20, 00:02:14, 0.40, 1.63
EX20, 00:02:14, 0.36, 1.64
EX20, 00:02:15, 0.36, 1.65
EX20, 00:02:15, 0.36, 1.66
EX20, 00:02:15, 0.36, 1.66
EX20, 00:02:15, 0.36, 1.67
EX20, 00:02:15, 0.36, 1.68
EX20, 00:02:15, 0.36, 1.69
EX20, 00:02:15, 0.36, 1.70
EX20, 00:02:15, 0.29, 1.71
EX20, 00:02:16, 0.29, 1.73
EX20, 00:02:16, 0.29, 1.74
EX20, 00:02:16, 0.29, 1.75
EX20, 00:02:16, 0.29, 1.76
EX20, 00:02:16, 0.29, 1.78
EX20, 00:02:16, 0.29, 1.79
EX20, 00:02:16, 0.29, 1.80
EX20, 00:02:17, 0.19, 1.82
EX20, 00:02:17, 0.19, 1.83

EX20, 00:02:17, 0.19, 1.85
EX20, 00:02:17, 0.19, 1.86
EX20, 00:02:17, 0.19, 1.88
EX20, 00:02:17, 0.19, 1.90
EX20, 00:02:17, 0.19, 1.91
EX20, 00:02:17, 0.19, 1.93
EX20, 00:02:18, 0.06, 1.95
EX20, 00:02:18, 0.06, 1.97
EX20, 00:02:18, 0.06, 1.99
EX20, 00:02:18, 0.06, 2.01
EX20, 00:02:18, 0.06, 2.03
EX20, 00:02:18, 0.06, 2.05
EX20, 00:02:18, 0.06, 2.07
EX20, 00:02:18, 0.06, 2.09
EX20, 00:02:19, -0.10, 2.11
EX20, 00:02:19, -0.10, 2.13
EX20, 00:02:19, -0.10, 2.15
EX20, 00:02:19, -0.10, 2.18
EX20, 00:02:19, -0.10, 2.20
EX20, 00:02:19, -0.10, 2.22
EX20, 00:02:19, -0.10, 2.25
EX20, 00:02:19, -0.10, 2.27
EX20, 00:02:20, -0.29, 2.29
EX20, 00:02:20, -0.29, 2.32
EX20, 00:02:20, -0.29, 2.34
EX20, 00:02:20, -0.29, 2.37
EX20, 00:02:20, -0.29, 2.39
EX20, 00:02:20, -0.29, 2.42
EX20, 00:02:20, -0.29, 2.44
EX20, 00:02:20, -0.29, 2.47
EX20, 00:02:21, -0.48, 2.49
EX20, 00:02:21, -0.48, 2.51
EX20, 00:02:21, -0.48, 2.54
EX20, 00:02:21, -0.48, 2.56
EX20, 00:02:21, -0.48, 2.59
EX20, 00:02:21, -0.48, 2.61

EX20, 00:02:21, -0.48, 2.64
EX20, 00:02:21, -0.48, 2.66
EX20, 00:02:22, -0.68, 2.69
EX20, 00:02:22, -0.68, 2.71
EX20, 00:02:22, -0.68, 2.74
EX20, 00:02:22, -0.68, 2.76
EX20, 00:02:22, -0.68, 2.79
EX20, 00:02:22, -0.68, 2.81
EX20, 00:02:22, -0.68, 2.84
EX20, 00:02:22, -0.68, 2.86
EX20, 00:02:23, -0.88, 2.88
EX20, 00:02:23, -0.88, 2.91
EX20, 00:02:23, -0.88, 2.93
EX20, 00:02:23, -0.88, 2.96
EX20, 00:02:23, -0.88, 2.98
EX20, 00:02:23, -0.88, 3.00
EX20, 00:02:23, -0.88, 3.03
EX20, 00:02:23, -0.88, 3.05
EX20, 00:02:24, -1.06, 3.07
EX20, 00:02:24, -1.06, 3.09
EX20, 00:02:24, -1.06, 3.12
EX20, 00:02:24, -1.06, 3.14
EX20, 00:02:24, -1.06, 3.16
EX20, 00:02:24, -1.06, 3.18
EX20, 00:02:24, -1.06, 3.20
EX20, 00:02:25, -1.06, 3.23
EX20, 00:02:25, -1.24, 3.25
EX20, 00:02:25, -1.24, 3.27
EX20, 00:02:25, -1.24, 3.29
EX20, 00:02:25, -1.24, 3.31
EX20, 00:02:25, -1.24, 3.33
EX20, 00:02:25, -1.24, 3.35
EX20, 00:02:25, -1.24, 3.35
EX20, 00:02:26, -1.24, 3.35
EX20, 00:02:26, -1.34, 3.34

EX20, 00:02:26, -1.34, 3.34
EX20, 00:02:26, -1.34, 3.34
EX20, 00:02:26, -1.34, 3.34
EX20, 00:02:26, -1.34, 3.34
EX20, 00:02:26, -1.34, 3.34
EX20, 00:02:26, -1.34, 3.35
EX20, 00:02:27, -1.34, 3.35
EX20, 00:02:27, -1.35, 3.36
EX20, 00:02:27, -1.35, 3.35
EX20, 00:02:27, -1.35, 3.35
EX20, 00:02:27, -1.35, 3.35
EX20, 00:02:27, -1.35, 3.35
EX20, 00:02:27, -1.35, 3.35
EX20, 00:02:27, -1.35, 3.35
EX20, 00:02:28, -1.35, 3.35
EX20, 00:02:28, -1.36, 3.35
EX20, 00:02:28, -1.36, 3.35
EX20, 00:02:28, -1.36, 3.35
EX20, 00:02:28, -1.36, 3.35
EX20, 00:02:28, -1.36, 3.35
EX20, 00:02:28, -1.36, 3.35
EX20, 00:02:28, -1.36, 3.35
EX20, 00:02:29, -1.36, 3.35
EX20, 00:02:29, -1.35, 3.35
EX20, 00:02:29, -1.35, 3.35
EX20, 00:02:29, -1.35, 3.35
EX20, 00:02:29, -1.35, 3.35
EX20, 00:02:29, -1.35, 3.35
EX20, 00:02:29, -1.35, 3.35
EX20, 00:02:29, -1.35, 3.35
EX20, 00:02:30, -1.35, 3.35
EX20, 00:02:30, -1.35, 3.35
EX20, 00:02:30, -1.35, 3.35
EX20, 00:02:30, -1.35, 3.36
EX20, 00:02:30, -1.35, 3.35

EX20, 00:02:30, -1.35, 3.35
EX20, 00:02:30, -1.35, 3.35
EX20, 00:02:30, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:31, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:32, -1.35, 3.35
EX20, 00:02:33, -1.35, 3.35
EX20, 00:02:33, -1.35, 3.35
EX20, 00:02:33, -1.35, 3.35
EX20, 00:02:33, -1.35, 3.34
EX20, 00:02:33, -1.35, 3.34
EX20, 00:02:33, -1.35, 3.34
EX20, 00:02:33, -1.35, 3.34
EX20, 00:02:34, -1.35, 3.34
EX20, 00:02:34, -1.35, 3.33
EX20, 00:02:34, -1.33, 3.33
EX20, 00:02:34, -1.33, 3.33
EX20, 00:02:34, -1.33, 3.32
EX20, 00:02:34, -1.33, 3.32
EX20, 00:02:34, -1.33, 3.32
EX20, 00:02:34, -1.33, 3.31
EX20, 00:02:35, -1.33, 3.31

EX20, 00:02:35, -1.33, 3.30
EX20, 00:02:35, -1.30, 3.30
EX20, 00:02:35, -1.30, 3.30
EX20, 00:02:35, -1.30, 3.29
EX20, 00:02:35, -1.30, 3.29
EX20, 00:02:35, -1.30, 3.28
EX20, 00:02:35, -1.30, 3.28
EX20, 00:02:36, -1.30, 3.27
EX20, 00:02:36, -1.30, 3.27
EX20, 00:02:36, -1.26, 3.26
EX20, 00:02:36, -1.26, 3.25
EX20, 00:02:36, -1.26, 3.25
EX20, 00:02:36, -1.26, 3.24
EX20, 00:02:36, -1.26, 3.24
EX20, 00:02:36, -1.26, 3.23
EX20, 00:02:37, -1.26, 3.22
EX20, 00:02:37, -1.26, 3.22
