# 
{"kP":"1","kD":"0","kI":"0","density":"997","profile":["dive: 2, 0.3, 30.00, 120.00"]}

dive: 2, 0.3, 30.00, 120.00
EX20, 00:08:03, nan, -0.15
EX20, 00:08:03, nan, -0.15
EX20, 00:08:03, nan, -0.15
EX20, 00:08:03, nan, -0.15
EX20, 00:08:03, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:04, nan, -0.15
EX20, 00:08:05, nan, -0.15
EX20, 00:08:05, nan, -0.15
EX20, 00:08:05, nan, -0.15
EX20, 00:08:05, nan, -0.15
EX20, 00:08:06, nan, -0.15
EX20, 00:08:06, nan, -0.15
EX20, 00:08:06, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:07, nan, -0.15
EX20, 00:08:09, nan, -0.15
EX20, 00:08:09, nan, -0.15
EX20, 00:08:09, nan, -0.15
EX20, 00:08:09, nan, -0.15
EX20, 00:08:09, nan, -0.15
EX20, 00:08:10, nan, -0.15
EX20, 00:08:10, nan, -0.15
EX20, 00:08:10, nan, -0.15
EX20, 00:08:10, nan, -0.15

EX20, 00:08:10, nan, -0.15
EX20, 00:08:10, nan, -0.15
EX20, 00:08:10, nan, -0.15
EX20, 00:08:10, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:11, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:12, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:13, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:14, nan, -0.15
EX20, 00:08:15, nan, -0.15

EX20, 00:08:15, nan, -0.15
EX20, 00:08:15, nan, -0.15
EX20, 00:08:15, nan, -0.15
EX20, 00:08:15, nan, -0.15
EX20, 00:08:15, nan, -0.15
EX20, 00:08:15, nan, -0.15
EX20, 00:08:15, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:16, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:17, nan, -0.15
EX20, 00:08:18, nan, -0.15
EX20, 00:08:18, nan, -0.15
EX20, 00:08:18, nan, -0.15
EX20, 00:08:18, nan, -0.15
EX20, 00:08:18, nan, -0.15
EX20, 00:08:18, nan, -0.15
EX20, 00:08:18, nan, -0.15
EX20, 00:08:19, nan, -0.15
EX20, 00:08:19, nan, -0.15
EX20, 00:08:19, nan, -0.15
EX20, 00:08:19, nan, -0.15
EX20, 00:08:19, nan, -0.15
EX20, 00:08:19, nan, -0.15
EX20, 00:08:19, nan, -0.15

EX20, 00:08:19, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:20, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:21, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:22, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:23, nan, -0.15
EX20, 00:08:24, nan, -0.15
EX20, 00:08:24, nan, -0.15
EX20, 00:08:24, nan, -0.15
EX20, 00:08:24, nan, -0.15

EX20, 00:08:24, nan, -0.15
EX20, 00:08:24, nan, -0.15
EX20, 00:08:24, nan, -0.15
EX20, 00:08:24, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:25, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:26, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:27, nan, -0.15
EX20, 00:08:28, nan, -0.15
EX20, 00:08:28, nan, -0.15
EX20, 00:08:28, nan, -0.15
EX20, 00:08:28, nan, -0.15
EX20, 00:08:28, nan, -0.15
EX20, 00:08:28, nan, -0.15
EX20, 00:08:28, nan, -0.15
EX20, 00:08:29, nan, -0.15
EX20, 00:08:29, nan, -0.15

EX20, 00:08:29, nan, -0.15
EX20, 00:08:29, nan, -0.15
EX20, 00:08:29, nan, -0.15
EX20, 00:08:29, nan, -0.15
EX20, 00:08:29, nan, -0.15
EX20, 00:08:29, nan, -0.15
EX20, 00:08:29, nan, -0.15
EX20, 00:08:30, nan, -0.15
EX20, 00:08:30, nan, -0.15
EX20, 00:08:30, nan, -0.15
EX20, 00:08:30, nan, -0.15
EX20, 00:08:30, nan, -0.15
EX20, 00:08:30, nan, -0.15
EX20, 00:08:30, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:31, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:32, nan, -0.15
EX20, 00:08:33, nan, -0.15
EX20, 00:08:33, nan, -0.15
EX20, 00:08:33, nan, -0.15
EX20, 00:08:33, nan, -0.15
EX20, 00:08:33, nan, -0.15
EX20, 00:08:33, nan, -0.15
EX20, 00:08:33, nan, -0.15

EX20, 00:08:33, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:34, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:35, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:36, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:37, nan, -0.15
EX20, 00:08:38, nan, -0.15
EX20, 00:08:38, nan, -0.15
EX20, 00:08:38, nan, -0.15
EX20, 00:08:38, nan, -0.15

EX20, 00:08:38, nan, -0.15
EX20, 00:08:38, nan, -0.15
EX20, 00:08:38, nan, -0.15
EX20, 00:08:38, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:39, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:40, nan, -0.15
EX20, 00:08:41, nan, -0.15
EX20, 00:08:41, nan, -0.15
EX20, 00:08:41, nan, -0.15
EX20, 00:08:41, nan, -0.15
EX20, 00:08:41, nan, -0.15
EX20, 00:08:41, nan, -0.15
EX20, 00:08:41, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:42, nan, -0.15
EX20, 00:08:43, nan, -0.15
EX20, 00:08:43, nan, -0.15

EX20, 00:08:43, nan, -0.15
EX20, 00:08:43, nan, -0.15
EX20, 00:08:43, nan, -0.15
EX20, 00:08:43, nan, -0.15
EX20, 00:08:43, nan, -0.15
EX20, 00:08:43, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:44, nan, -0.15
EX20, 00:08:45, nan, -0.15
EX20, 00:08:45, nan, -0.15
EX20, 00:08:45, nan, -0.15
EX20, 00:08:45, nan, -0.15
EX20, 00:08:45, nan, -0.15
EX20, 00:08:45, nan, -0.15
