# 
{"kP":"0.1","kD":"0","kI":"0","density":"997","profile":["dive: 2, 0.3, 30.00, 120.00"]}

dive: 2, 0.3, 30.00, 120.00
EX20, 00:07:43, -0.00, -0.08
EX20, 00:07:43, nan, -0.08
EX20, 00:07:43, nan, -0.08
EX20, 00:07:43, nan, -0.08
EX20, 00:07:43, nan, -0.08
EX20, 00:07:43, nan, -0.08
EX20, 00:07:43, nan, -0.08
EX20, 00:07:43, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:44, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:45, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:46, 0.01, -0.08
EX20, 00:07:47, 0.01, -0.08
EX20, 00:07:47, 0.01, -0.08
EX20, 00:07:47, 0.01, -0.08

EX20, 00:07:47, 0.01, -0.08
EX20, 00:07:47, 0.01, -0.06
EX20, 00:07:47, 0.02, -0.05
EX20, 00:07:47, 0.02, -0.05
EX20, 00:07:47, 0.02, -0.05
EX20, 00:07:48, 0.02, -0.06
EX20, 00:07:48, 0.02, -0.06
EX20, 00:07:48, 0.02, -0.06
EX20, 00:07:48, -0.00, -0.07
EX20, 00:07:48, -0.00, -0.08
EX20, 00:07:48, -0.00, -0.08
EX20, 00:07:48, -0.00, -0.08
EX20, 00:07:48, -0.00, -0.08
EX20, 00:07:49, -0.00, -0.08
EX20, 00:07:49, 0.01, -0.08
EX20, 00:07:49, 0.01, -0.08
EX20, 00:07:49, 0.01, -0.08
EX20, 00:07:49, 0.01, -0.08
EX20, 00:07:49, 0.01, -0.08
EX20, 00:07:49, 0.01, -0.08
EX20, 00:07:50, 0.00, -0.08
EX20, 00:07:50, 0.00, -0.08
EX20, 00:07:50, 0.00, -0.08
EX20, 00:07:50, 0.00, -0.08
EX20, 00:07:50, 0.00, -0.08
EX20, 00:07:50, 0.00, -0.08
EX20, 00:07:50, 0.00, -0.08
EX20, 00:07:50, 0.00, -0.09
EX20, 00:07:51, 0.00, -0.08
EX20, 00:07:51, 0.00, -0.09
EX20, 00:07:51, 0.00, -0.09
EX20, 00:07:51, 0.00, -0.09
EX20, 00:07:51, 0.00, -0.09
EX20, 00:07:51, 0.00, -0.09
EX20, 00:07:51, 0.00, -0.09

EX20, 00:07:51, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:52, 0.00, -0.09
EX20, 00:07:53, 0.01, -0.09
EX20, 00:07:53, 0.01, -0.09
EX20, 00:07:53, 0.01, -0.09
EX20, 00:07:53, 0.01, -0.09
EX20, 00:07:53, 0.01, -0.09
EX20, 00:07:53, 0.01, -0.09
EX20, 00:07:53, 0.00, -0.09
EX20, 00:07:53, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:54, 0.00, -0.09
EX20, 00:07:55, 0.00, -0.09
EX20, 00:07:55, 0.00, -0.09
EX20, 00:07:55, 0.01, -0.09
EX20, 00:07:55, 0.01, -0.09
EX20, 00:07:55, 0.01, -0.09
EX20, 00:07:55, 0.01, -0.09
EX20, 00:07:55, 0.01, -0.09
EX20, 00:07:55, 0.01, -0.09
EX20, 00:07:56, 0.00, -0.09
