# 
{"kP":"1","kD":"0","kI":"0","density":"997","profile":["dive: 0.5, 0.1, 15.00, 30.00"]}

dive: 0.5, 0.1, 15.00, 30.00
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:06, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:07, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07
EX20, 00:05:08, -0.03, -0.07

EX20, 00:05:09, -0.03, -0.07
EX20, 00:05:09, -0.03, -0.07
EX20, 00:05:09, -0.03, -0.07
EX20, 00:05:09, -0.03, -0.07
EX20, 00:05:09, -0.03, -0.07
EX20, 00:05:09, -0.03, -0.07
EX20, 00:05:09, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:10, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:11, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:12, -0.03, -0.07
EX20, 00:05:13, -0.03, -0.07
EX20, 00:05:13, -0.03, -0.07
EX20, 00:05:13, -0.03, -0.07

EX20, 00:05:13, -0.03, -0.07
EX20, 00:05:13, -0.03, -0.07
EX20, 00:05:13, -0.03, -0.07
EX20, 00:05:13, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:14, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:15, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:16, -0.03, -0.07
EX20, 00:05:17, -0.03, -0.07
EX20, 00:05:17, -0.03, -0.07
EX20, 00:05:17, -0.03, -0.07
EX20, 00:05:17, -0.03, -0.07
EX20, 00:05:17, -0.03, -0.07
EX20, 00:05:17, -0.03, -0.07

EX20, 00:05:17, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:18, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:19, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:20, -0.03, -0.07
EX20, 00:05:21, -0.03, -0.07
EX20, 00:05:21, -0.03, -0.07
EX20, 00:05:21, -0.03, -0.07
EX20, 00:05:21, -0.03, -0.07
EX20, 00:05:21, -0.03, -0.07
EX20, 00:05:21, -0.03, -0.07
EX20, 00:05:21, -0.03, -0.07
EX20, 00:05:22, -0.03, -0.07
EX20, 00:05:22, -0.03, -0.07

EX20, 00:05:22, -0.03, -0.07
EX20, 00:05:22, -0.03, -0.07
EX20, 00:05:22, -0.03, -0.07
EX20, 00:05:22, -0.03, -0.07
EX20, 00:05:22, -0.03, -0.07
EX20, 00:05:22, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:23, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:24, -0.03, -0.07
EX20, 00:05:25, -0.03, -0.07
EX20, 00:05:25, -0.03, -0.07
EX20, 00:05:25, -0.03, -0.07
EX20, 00:05:25, -0.03, -0.07
EX20, 00:05:25, -0.03, -0.07
EX20, 00:05:25, -0.03, -0.07
EX20, 00:05:25, -0.03, -0.07
EX20, 00:05:26, -0.03, -0.07
EX20, 00:05:26, -0.03, -0.07
EX20, 00:05:26, -0.03, -0.07
EX20, 00:05:26, -0.03, -0.07
EX20, 00:05:26, -0.03, -0.07

EX20, 00:05:26, -0.03, -0.07
EX20, 00:05:26, -0.03, -0.07
EX20, 00:05:26, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:27, -0.03, -0.07
EX20, 00:05:28, -0.03, -0.07
EX20, 00:05:28, -0.03, -0.07
EX20, 00:05:28, -0.03, -0.07
EX20, 00:05:28, -0.03, -0.07
EX20, 00:05:28, -0.03, -0.07
EX20, 00:05:28, -0.03, -0.07
EX20, 00:05:28, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:29, -0.03, -0.07
EX20, 00:05:30, -0.03, -0.07
EX20, 00:05:30, -0.03, -0.07
EX20, 00:05:30, -0.03, -0.07


# profile complete
