# 
{"kP":"0.1","kD":"0","kI":"0","density":"997","profile":["dive: -2, 0.3, 30.00, 60.00"]}

dive: -2, 0.3, 30.00, 60.00
EX20, 00:17:21, -0.00, -0.09
EX20, 00:17:21, -0.00, -0.09
EX20, 00:17:21, -0.00, -0.09
EX20, 00:17:21, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:22, -0.00, -0.09
EX20, 00:17:23, -0.00, -0.09
EX20, 00:17:23, -0.00, -0.09
EX20, 00:17:23, -0.00, -0.09

EX20, 00:17:23, -0.00, -0.09
EX20, 00:17:23, -0.00, -0.09
EX20, 00:17:23, -0.00, -0.09
EX20, 00:17:23, -0.00, -0.09
EX20, 00:17:23, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:24, -0.00, -0.09
EX20, 00:17:25, -0.00, -0.09
EX20, 00:17:25, -0.00, -0.09
EX20, 00:17:25, -0.00, -0.09
EX20, 00:17:25, -0.01, -0.09
EX20, 00:17:25, -0.01, -0.09
EX20, 00:17:25, -0.01, -0.09
EX20, 00:17:25, -0.01, -0.09
EX20, 00:17:25, -0.01, -0.09
EX20, 00:17:26, -0.01, -0.09
EX20, 00:17:26, -0.00, -0.09
EX20, 00:17:26, -0.00, -0.09
EX20, 00:17:26, -0.00, -0.09
EX20, 00:17:26, -0.00, -0.09
EX20, 00:17:26, -0.00, -0.09
EX20, 00:17:26, -0.00, -0.09
EX20, 00:17:26, -0.00, -0.09
EX20, 00:17:27, -0.00, -0.09
EX20, 00:17:27, -0.00, -0.09
EX20, 00:17:27, -0.00, -0.09
EX20, 00:17:27, -0.00, -0.09
EX20, 00:17:27, -0.00, -0.09

EX20, 00:17:27, -0.00, -0.09
EX20, 00:17:27, -0.00, -0.09
EX20, 00:17:27, -0.00, -0.09
EX20, 00:17:28, -0.00, -0.09
EX20, 00:17:28, -0.00, -0.09
EX20, 00:17:28, -0.00, -0.09
EX20, 00:17:28, -0.00, -0.09
EX20, 00:17:28, -0.00, -0.09
EX20, 00:17:28, -0.00, -0.09
EX20, 00:17:28, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:29, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:30, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09
EX20, 00:17:31, -0.00, -0.09

EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:32, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:33, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:34, -0.00, -0.09
EX20, 00:17:35, -0.00, -0.09
EX20, 00:17:35, -0.00, -0.09
EX20, 00:17:35, -0.00, -0.09
EX20, 00:17:35, -0.00, -0.09
EX20, 00:17:35, -0.00, -0.09
EX20, 00:17:35, -0.00, -0.09
EX20, 00:17:35, -0.00, -0.09
EX20, 00:17:36, -0.00, -0.09
EX20, 00:17:36, -0.00, -0.09
EX20, 00:17:36, -0.00, -0.09

EX20, 00:17:36, -0.00, -0.09
EX20, 00:17:36, -0.00, -0.09
EX20, 00:17:36, -0.00, -0.09
EX20, 00:17:36, -0.00, -0.09
EX20, 00:17:36, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:37, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:38, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:39, -0.00, -0.09
EX20, 00:17:40, -0.00, -0.09
EX20, 00:17:40, -0.00, -0.09
EX20, 00:17:40, -0.00, -0.09
EX20, 00:17:40, -0.00, -0.09
EX20, 00:17:40, -0.00, -0.09

EX20, 00:17:40, -0.00, -0.09
EX20, 00:17:40, -0.00, -0.09
EX20, 00:17:40, -0.00, -0.09
EX20, 00:17:41, -0.00, -0.09
EX20, 00:17:41, -0.00, -0.09
EX20, 00:17:41, -0.00, -0.09
EX20, 00:17:41, -0.00, -0.09
EX20, 00:17:41, -0.01, -0.09
EX20, 00:17:41, -0.01, -0.09
EX20, 00:17:41, -0.01, -0.09
EX20, 00:17:41, -0.01, -0.09
EX20, 00:17:42, -0.01, -0.09
EX20, 00:17:42, -0.01, -0.09
EX20, 00:17:42, -0.00, -0.09
EX20, 00:17:42, -0.00, -0.09
EX20, 00:17:42, -0.00, -0.09
EX20, 00:17:42, -0.00, -0.09
EX20, 00:17:42, -0.00, -0.09
EX20, 00:17:42, -0.00, -0.09
EX20, 00:17:43, -0.00, -0.09
EX20, 00:17:43, -0.00, -0.09
EX20, 00:17:43, -0.00, -0.09
EX20, 00:17:43, -0.00, -0.09
EX20, 00:17:43, -0.00, -0.09
EX20, 00:17:43, -0.00, -0.09
EX20, 00:17:43, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09
EX20, 00:17:44, -0.00, -0.09

EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:45, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:46, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:47, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:48, -0.00, -0.09
EX20, 00:17:49, -0.00, -0.09
EX20, 00:17:49, -0.00, -0.09

EX20, 00:17:49, -0.00, -0.09
EX20, 00:17:49, -0.00, -0.09
EX20, 00:17:49, -0.00, -0.09
EX20, 00:17:49, -0.00, -0.09
EX20, 00:17:49, -0.00, -0.09
EX20, 00:17:49, -0.00, -0.09
EX20, 00:17:50, -0.00, -0.09
EX20, 00:17:50, -0.00, -0.09
EX20, 00:17:50, -0.00, -0.09
EX20, 00:17:50, -0.00, -0.09
EX20, 00:17:50, -0.00, -0.09
EX20, 00:17:50, -0.00, -0.09
EX20, 00:17:50, -0.00, -0.09
EX20, 00:17:51, -0.00, -0.09
EX20, 00:17:51, -0.00, -0.09
EX20, 00:17:51, -0.00, -0.09
EX20, 00:17:51, -0.00, -0.09
EX20, 00:17:51, -0.00, -0.09
EX20, 00:17:51, -0.01, -0.09
EX20, 00:17:51, -0.01, -0.09
EX20, 00:17:51, -0.01, -0.09
EX20, 00:17:52, -0.01, -0.09
EX20, 00:17:52, -0.01, -0.09
EX20, 00:17:52, -0.01, -0.09
EX20, 00:17:52, -0.00, -0.09
EX20, 00:17:52, -0.00, -0.09
EX20, 00:17:52, -0.00, -0.09
EX20, 00:17:52, -0.00, -0.09
EX20, 00:17:52, -0.00, -0.09
EX20, 00:17:53, -0.00, -0.09
EX20, 00:17:53, -0.00, -0.09
EX20, 00:17:53, -0.00, -0.09
EX20, 00:17:53, -0.00, -0.09
EX20, 00:17:53, -0.00, -0.09

EX20, 00:17:53, -0.00, -0.09
EX20, 00:17:53, -0.00, -0.09
EX20, 00:17:53, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:54, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:55, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:56, -0.00, -0.09
EX20, 00:17:57, -0.00, -0.09
EX20, 00:17:57, -0.00, -0.09
EX20, 00:17:57, -0.00, -0.09
EX20, 00:17:57, -0.00, -0.09
EX20, 00:17:57, -0.00, -0.09
EX20, 00:17:57, -0.00, -0.09
EX20, 00:17:57, -0.00, -0.09

EX20, 00:17:57, -0.00, -0.09
EX20, 00:17:58, -0.00, -0.09
EX20, 00:17:58, -0.00, -0.09
EX20, 00:17:58, -0.00, -0.09
EX20, 00:17:58, -0.01, -0.09
EX20, 00:17:58, -0.01, -0.09
EX20, 00:17:58, -0.01, -0.09
EX20, 00:17:58, -0.01, -0.09
EX20, 00:17:59, -0.01, -0.09
EX20, 00:17:59, -0.01, -0.09
EX20, 00:17:59, -0.00, -0.09
EX20, 00:17:59, -0.00, -0.09
EX20, 00:17:59, -0.00, -0.09
EX20, 00:17:59, -0.00, -0.09
EX20, 00:17:59, -0.00, -0.09
EX20, 00:17:59, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:00, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:01, -0.00, -0.09
EX20, 00:18:02, -0.00, -0.09
EX20, 00:18:02, -0.00, -0.09

EX20, 00:18:02, -0.00, -0.09
EX20, 00:18:02, -0.00, -0.09
EX20, 00:18:02, -0.00, -0.09
EX20, 00:18:02, -0.00, -0.09
EX20, 00:18:02, -0.00, -0.09
EX20, 00:18:02, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:03, -0.00, -0.09
EX20, 00:18:04, -0.00, -0.09
EX20, 00:18:04, -0.00, -0.09
EX20, 00:18:04, -0.00, -0.09
EX20, 00:18:04, -0.00, -0.09
EX20, 00:18:04, -0.00, -0.09
EX20, 00:18:04, -0.00, -0.09
EX20, 00:18:04, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:05, -0.00, -0.09
EX20, 00:18:06, -0.00, -0.09
EX20, 00:18:06, -0.00, -0.09


# profile complete
