# 
{"kP":"0.08","kD":"0","kI":"0","density":"997","profile":["dive: 2, 0.3, 30.00, 120.00"]}

dive: 2, 0.3, 30.00, 120.00
EX20, 00:31:55, 0.04, 0.29
EX20, 00:31:55, nan, -0.16
EX20, 00:31:55, nan, -0.15
EX20, 00:31:55, nan, -0.15
EX20, 00:31:55, nan, -0.15
EX20, 00:31:56, nan, -0.15
EX20, 00:31:56, nan, -0.15
EX20, 00:31:56, nan, -0.15
EX20, 00:31:56, nan, -0.15
EX20, 00:31:56, nan, -0.15
EX20, 00:31:56, nan, -0.15
EX20, 00:31:56, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:57, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:58, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:31:59, nan, -0.15
EX20, 00:32:00, nan, -0.15

EX20, 00:32:00, nan, -0.15
EX20, 00:32:00, nan, -0.15
EX20, 00:32:00, nan, -0.15
EX20, 00:32:00, nan, -0.15
EX20, 00:32:00, nan, -0.15
EX20, 00:32:00, nan, -0.15
EX20, 00:32:00, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:01, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:02, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:03, nan, -0.15
EX20, 00:32:04, nan, -0.15
EX20, 00:32:04, nan, -0.15
EX20, 00:32:04, nan, -0.15
EX20, 00:32:04, nan, -0.15
EX20, 00:32:04, nan, -0.15
EX20, 00:32:04, nan, -0.15

EX20, 00:32:04, nan, -0.15
EX20, 00:32:04, nan, -0.15
EX20, 00:32:05, nan, -0.15
EX20, 00:32:05, nan, -0.15
EX20, 00:32:05, nan, -0.15
EX20, 00:32:05, nan, -0.15
EX20, 00:32:05, nan, -0.15
EX20, 00:32:05, nan, -0.15
EX20, 00:32:05, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:06, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:07, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:08, nan, -0.15
EX20, 00:32:09, nan, -0.15
EX20, 00:32:09, nan, -0.15
EX20, 00:32:09, nan, -0.15
EX20, 00:32:09, nan, -0.15

EX20, 00:32:09, nan, -0.15
EX20, 00:32:09, nan, -0.15
EX20, 00:32:09, nan, -0.15
EX20, 00:32:09, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:10, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:11, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:12, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:13, nan, -0.15
EX20, 00:32:14, nan, -0.15

EX20, 00:32:14, nan, -0.15
EX20, 00:32:14, nan, -0.15
EX20, 00:32:14, nan, -0.15
EX20, 00:32:14, nan, -0.15
EX20, 00:32:14, nan, -0.15
EX20, 00:32:14, nan, -0.15
EX20, 00:32:14, nan, -0.15
EX20, 00:32:15, nan, -0.15
EX20, 00:32:15, nan, -0.15
EX20, 00:32:15, nan, -0.15
EX20, 00:32:15, nan, -0.15
EX20, 00:32:15, nan, -0.15
EX20, 00:32:15, nan, -0.15
EX20, 00:32:15, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:16, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:17, nan, -0.15
EX20, 00:32:18, nan, -0.15
EX20, 00:32:18, nan, -0.15
EX20, 00:32:18, nan, -0.15
EX20, 00:32:18, nan, -0.15
EX20, 00:32:18, nan, -0.15
EX20, 00:32:18, nan, -0.15
EX20, 00:32:18, nan, -0.15

EX20, 00:32:18, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:19, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:20, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:21, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:22, nan, -0.15
EX20, 00:32:23, nan, -0.15
EX20, 00:32:23, nan, -0.15
EX20, 00:32:23, nan, -0.15
EX20, 00:32:23, nan, -0.15

EX20, 00:32:23, nan, -0.15
EX20, 00:32:23, nan, -0.15
EX20, 00:32:23, nan, -0.15
EX20, 00:32:23, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:24, nan, -0.15
EX20, 00:32:25, nan, -0.15
EX20, 00:32:25, nan, -0.15
EX20, 00:32:25, nan, -0.15
EX20, 00:32:25, nan, -0.15
EX20, 00:32:25, nan, -0.15
EX20, 00:32:25, nan, -0.15
EX20, 00:32:25, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:26, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:27, nan, -0.15
EX20, 00:32:28, nan, -0.15
EX20, 00:32:28, nan, -0.15

EX20, 00:32:28, nan, -0.15
EX20, 00:32:28, nan, -0.15
EX20, 00:32:28, nan, -0.15
EX20, 00:32:28, nan, -0.15
EX20, 00:32:28, nan, -0.15
EX20, 00:32:28, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:29, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:30, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:31, nan, -0.15
EX20, 00:32:32, nan, -0.15
EX20, 00:32:32, nan, -0.15
EX20, 00:32:32, nan, -0.15
EX20, 00:32:32, nan, -0.15
EX20, 00:32:32, nan, -0.15
EX20, 00:32:32, nan, -0.15
EX20, 00:32:32, nan, -0.15

EX20, 00:32:32, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:33, nan, -0.15
EX20, 00:32:34, nan, -0.15
EX20, 00:32:34, nan, -0.15
EX20, 00:32:34, nan, -0.15
EX20, 00:32:34, nan, -0.15
EX20, 00:32:34, nan, -0.15
EX20, 00:32:34, nan, -0.15
EX20, 00:32:34, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:35, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:36, nan, -0.15
EX20, 00:32:37, nan, -0.15
EX20, 00:32:37, nan, -0.15
EX20, 00:32:37, nan, -0.15
EX20, 00:32:37, nan, -0.15
EX20, 00:32:37, nan, -0.15

EX20, 00:32:37, nan, -0.15
EX20, 00:32:37, nan, -0.15
EX20, 00:32:37, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:38, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:39, nan, -0.15
EX20, 00:32:40, nan, -0.15
EX20, 00:32:40, nan, -0.15
EX20, 00:32:40, nan, -0.15
EX20, 00:32:40, nan, -0.15
EX20, 00:32:40, nan, -0.15
