# 
{"kP":"0.05","kD":"0","kI":"0","density":"997","profile":["surface","dive: 2.5, 0.33, 40.0, 500.0, 0.44","dive: 0.4, 0.33, 40.0, 500.0, 0.0","dive: 2.5, 0.33, 40.0, 500.0, 0.44","dive: 0.4, 0.33, 40.0, 500.0, 0.0","surface","led: 0, 0, 125"]}

surface
EX20, 5353, -0.01


# dive: 2.5, 0.33, 40.0, 500.0, 0.44
EX20, 6368, 0.31
EX20, 7383, 0.31
EX20, 8398, 0.31
EX20, 9415, 0.31
EX20, 10430, 0.31
EX20, 11445, 0.31
EX20, 12461, 0.31
EX20, 13476, 0.31
EX20, 14491, 0.32
EX20, 15508, 0.33
EX20, 16523, 0.34
EX20, 17538, 0.35
EX20, 18554, 0.36
EX20, 19569, 0.39
EX20, 20585, 0.43
EX20, 21601, 0.48
EX20, 22616, 0.54
EX20, 23631, 0.61
EX20, 24648, 0.69
EX20, 25663, 0.77
EX20, 26678, 0.85
EX20, 27694, 0.93
EX20, 28709, 1.00
EX20, 29724, 1.06
EX20, 30741, 1.11
EX20, 31756, 1.16
EX20, 32771, 1.19
EX20, 33788, 1.21
EX20, 34803, 1.23
EX20, 35819, 1.24
EX20, 36835, 1.26
EX20, 37851, 1.27
EX20, 38866, 1.30
EX20, 39882, 1.34
EX20, 40897, 1.38
EX20, 41913, 1.43
EX20, 42929, 1.48
EX20, 43944, 1.53
EX20, 44959, 1.57
EX20, 45976, 1.61
EX20, 46991, 1.64
EX20, 48006, 1.65
EX20, 49023, 1.66
EX20, 50038, 1.67
EX20, 51053, 1.67
EX20, 52070, 1.68
EX20, 53085, 1.69
EX20, 54101, 1.71
EX20, 55117, 1.74
EX20, 56132, 1.77
EX20, 57147, 1.81
EX20, 58164, 1.85
EX20, 59179, 1.88
EX20, 60194, 1.91
EX20, 61211, 1.93

EX20, 62217, 1.95
EX20, 63232, 1.95
EX20, 64248, 1.96
EX20, 65264, 1.96
EX20, 66279, 1.96
EX20, 67296, 1.96
EX20, 68311, 1.98
EX20, 69326, 2.00
EX20, 70342, 2.02
EX20, 71358, 2.05
EX20, 72373, 2.08
EX20, 73389, 2.11
EX20, 74404, 2.13
EX20, 75420, 2.15
EX20, 76436, 2.16
EX20, 77452, 2.16
EX20, 78467, 2.16
EX20, 79484, 2.16
EX20, 80499, 2.16
EX20, 81514, 2.17
EX20, 82531, 2.17
EX20, 83546, 2.19
EX20, 84561, 2.20
EX20, 85578, 2.22
EX20, 86593, 2.24
EX20, 87608, 2.26
EX20, 88625, 2.27
EX20, 89640, 2.28
EX20, 90656, 2.28
EX20, 91672, 2.28
EX20, 92688, 2.27
EX20, 93703, 2.27
EX20, 94720, 2.27
EX20, 95735, 2.28
EX20, 96750, 2.29
EX20, 97767, 2.30
EX20, 98782, 2.32
EX20, 99797, 2.33
EX20, 100814, 2.35
EX20, 101829, 2.36
EX20, 102845, 2.36
EX20, 103861, 2.36
EX20, 104877, 2.36
EX20, 105892, 2.36
EX20, 106909, 2.35
EX20, 107924, 2.35
EX20, 108940, 2.35
EX20, 109956, 2.36
EX20, 110971, 2.37
EX20, 111987, 2.38
EX20, 113003, 2.39
EX20, 114019, 2.40
EX20, 115034, 2.41
EX20, 116050, 2.41

EX20, 117056, 2.42
EX20, 118072, 2.41
EX20, 119088, 2.41
EX20, 120104, 2.41
EX20, 121119, 2.41


# dive: 0.4, 0.33, 40.0, 500.0, 0.0
EX20, 122290, 2.41
EX20, 123307, 1.97
EX20, 124322, 1.98
EX20, 125337, 1.98
EX20, 126354, 1.97
EX20, 127369, 1.94
EX20, 128385, 1.91
EX20, 129401, 1.86
EX20, 130417, 1.81
EX20, 131432, 1.76
EX20, 132449, 1.71
EX20, 133464, 1.65
EX20, 134480, 1.61
EX20, 135497, 1.56
EX20, 136512, 1.53
EX20, 137527, 1.49
EX20, 138544, 1.47
EX20, 139559, 1.45
EX20, 140575, 1.44
EX20, 141591, 1.42
EX20, 142607, 1.41
EX20, 143622, 1.39
EX20, 144638, 1.37
EX20, 145654, 1.34
EX20, 146669, 1.31
EX20, 147686, 1.29
EX20, 148701, 1.26
EX20, 149717, 1.24
EX20, 150733, 1.22
EX20, 151749, 1.20
EX20, 152764, 1.18
EX20, 153781, 1.17
EX20, 154796, 1.15
EX20, 155811, 1.13
EX20, 156828, 1.11
EX20, 157843, 1.09
EX20, 158859, 1.07
EX20, 159875, 1.05
EX20, 160891, 1.04
EX20, 161906, 1.03
EX20, 162923, 1.02
EX20, 163938, 1.01
EX20, 164953, 0.99
EX20, 165970, 0.98
EX20, 166985, 0.96
EX20, 168001, 0.94
EX20, 169018, 0.92
EX20, 170033, 0.90
EX20, 171048, 0.89
EX20, 172065, 0.88
EX20, 173080, 0.88
EX20, 174095, 0.87

EX20, 175102, 0.87
EX20, 176118, 0.87
EX20, 177133, 0.86
EX20, 178150, 0.85
EX20, 179165, 0.84
EX20, 180180, 0.82
EX20, 181197, 0.80
EX20, 182213, 0.79
EX20, 183228, 0.78
EX20, 184245, 0.77
EX20, 185260, 0.77
EX20, 186275, 0.77
EX20, 187292, 0.77
EX20, 188307, 0.77
EX20, 189322, 0.76
EX20, 190339, 0.75
EX20, 191355, 0.74
EX20, 192370, 0.72
EX20, 193387, 0.71
EX20, 194402, 0.70
EX20, 195417, 0.70
EX20, 196434, 0.70
EX20, 197449, 0.69
EX20, 198464, 0.69
EX20, 199481, 0.69
EX20, 200496, 0.68
EX20, 201512, 0.67
EX20, 202529, 0.66
EX20, 203544, 0.65
EX20, 204559, 0.64
EX20, 205576, 0.63
EX20, 206591, 0.63
EX20, 207607, 0.63
EX20, 208623, 0.63
EX20, 209639, 0.64
EX20, 210654, 0.63
EX20, 211671, 0.63
EX20, 212686, 0.62
EX20, 213701, 0.61
EX20, 214718, 0.59
EX20, 215733, 0.58
EX20, 216749, 0.58
EX20, 217766, 0.58
EX20, 218781, 0.58
EX20, 219796, 0.58
EX20, 220813, 0.59
EX20, 221828, 0.60
EX20, 222843, 0.60
EX20, 223860, 0.60
EX20, 224875, 0.60
EX20, 225891, 0.58
EX20, 226907, 0.57

EX20, 227913, 0.55
EX20, 228929, 0.54
EX20, 229946, 0.53
EX20, 230961, 0.53


# dive: 2.5, 0.33, 40.0, 500.0, 0.44
EX20, 232047, 0.54
EX20, 233064, 0.99
EX20, 234080, 0.99
EX20, 235095, 1.01
EX20, 236112, 1.03
EX20, 237127, 1.07
EX20, 238142, 1.11
EX20, 239159, 1.17
EX20, 240174, 1.24
EX20, 241189, 1.30
EX20, 242206, 1.36
EX20, 243221, 1.42
EX20, 244236, 1.46
EX20, 245253, 1.50
EX20, 246268, 1.52
EX20, 247284, 1.53
EX20, 248300, 1.54
EX20, 249316, 1.54
EX20, 250331, 1.54
EX20, 251348, 1.55
EX20, 252363, 1.57
EX20, 253378, 1.59
EX20, 254395, 1.63
EX20, 255410, 1.67
EX20, 256425, 1.72
EX20, 257442, 1.77
EX20, 258457, 1.81
EX20, 259472, 1.84
EX20, 260489, 1.86
EX20, 261504, 1.88
EX20, 262520, 1.88
EX20, 263537, 1.88
EX20, 264552, 1.88
EX20, 265567, 1.88
EX20, 266584, 1.88
EX20, 267599, 1.90
EX20, 268615, 1.92
EX20, 269631, 1.95
EX20, 270646, 1.97
EX20, 271662, 2.01
EX20, 272678, 2.04
EX20, 273693, 2.06
EX20, 274709, 2.07
EX20, 275725, 2.09
EX20, 276740, 2.10
EX20, 277756, 2.10
EX20, 278773, 2.11
EX20, 279788, 2.11
EX20, 280803, 2.12
EX20, 281820, 2.12
EX20, 282835, 2.14
EX20, 283851, 2.16

EX20, 284858, 2.18
EX20, 285873, 2.20
EX20, 286888, 2.21
EX20, 287905, 2.23
EX20, 288920, 2.24
EX20, 289936, 2.24
EX20, 290953, 2.25
EX20, 291968, 2.25
EX20, 292983, 2.25
EX20, 294000, 2.25
EX20, 295016, 2.26
EX20, 296031, 2.26
EX20, 297048, 2.27
EX20, 298063, 2.28
EX20, 299079, 2.29
EX20, 300095, 2.30
EX20, 301111, 2.31
EX20, 302126, 2.31
EX20, 303143, 2.32
EX20, 304158, 2.32
EX20, 305174, 2.33
EX20, 306190, 2.33
EX20, 307206, 2.34
EX20, 308221, 2.34
EX20, 309238, 2.34
EX20, 310253, 2.33
EX20, 311269, 2.32
EX20, 312286, 2.32
EX20, 313301, 2.33
EX20, 314316, 2.34
EX20, 315333, 2.36
EX20, 316348, 2.39
EX20, 317364, 2.41
EX20, 318380, 2.44
EX20, 319396, 2.47
EX20, 320411, 2.49
EX20, 321428, 2.49
EX20, 322443, 2.49
EX20, 323459, 2.48
EX20, 324475, 2.46


# dive: 0.4, 0.33, 40.0, 500.0, 0.0
EX20, 325479, 2.00
EX20, 326494, 1.98
EX20, 327511, 1.95
EX20, 328526, 1.92
EX20, 329542, 1.88
EX20, 330559, 1.83
EX20, 331574, 1.79
EX20, 332590, 1.74
EX20, 333607, 1.70
EX20, 334622, 1.66
EX20, 335637, 1.64
EX20, 336654, 1.61
EX20, 337669, 1.58
EX20, 338685, 1.56
EX20, 339702, 1.53
EX20, 340717, 1.49
EX20, 341733, 1.45
EX20, 342750, 1.41
EX20, 343765, 1.38
EX20, 344781, 1.36
EX20, 345797, 1.35
EX20, 346813, 1.34
EX20, 347828, 1.34
EX20, 348845, 1.34
EX20, 349860, 1.35
EX20, 350875, 1.34
EX20, 351892, 1.33
EX20, 352907, 1.31
EX20, 353923, 1.29
EX20, 354940, 1.26
EX20, 355955, 1.23
EX20, 356971, 1.20
EX20, 357988, 1.16
EX20, 359003, 1.12
EX20, 360019, 1.08
EX20, 361035, 1.05
EX20, 362051, 1.02
EX20, 363066, 1.00
EX20, 364083, 0.99
EX20, 365098, 0.99
EX20, 366114, 1.00
EX20, 367130, 1.00
EX20, 368146, 1.01
EX20, 369161, 1.01
EX20, 370178, 1.01
EX20, 371193, 0.99
EX20, 372209, 0.97
EX20, 373226, 0.95
EX20, 374241, 0.91
EX20, 375256, 0.88
EX20, 376273, 0.86
EX20, 377289, 0.84

EX20, 378295, 0.83
EX20, 379312, 0.82
EX20, 380327, 0.82
EX20, 381342, 0.83
EX20, 382359, 0.84
EX20, 383374, 0.84
EX20, 384390, 0.85
EX20, 385406, 0.84
EX20, 386422, 0.83
EX20, 387437, 0.81
EX20, 388454, 0.79
EX20, 389470, 0.76
EX20, 390485, 0.75
EX20, 391502, 0.73
EX20, 392517, 0.72
EX20, 393533, 0.72
EX20, 394550, 0.73
EX20, 395565, 0.74
EX20, 396580, 0.75
EX20, 397597, 0.76
EX20, 398612, 0.76
EX20, 399628, 0.76
EX20, 400645, 0.74
EX20, 401660, 0.73
EX20, 402675, 0.70
EX20, 403692, 0.68
EX20, 404708, 0.66
EX20, 405723, 0.65
EX20, 406740, 0.64
EX20, 407755, 0.64
EX20, 408771, 0.65
EX20, 409787, 0.66
EX20, 410803, 0.68
EX20, 411818, 0.69
EX20, 412835, 0.69
EX20, 413850, 0.69
EX20, 414866, 0.68
EX20, 415883, 0.66
EX20, 416898, 0.63
EX20, 417914, 0.61
EX20, 418931, 0.59
EX20, 419946, 0.58
EX20, 420961, 0.58
EX20, 421978, 0.58
EX20, 422993, 0.59
EX20, 424009, 0.61
EX20, 425025, 0.62
EX20, 426041, 0.64
EX20, 427056, 0.65
EX20, 428073, 0.65
EX20, 429088, 0.64
EX20, 430104, 0.62

EX20, 431129, 0.60
EX20, 432144, 0.57
EX20, 433159, 0.55
EX20, 434176, 0.53
EX20, 435192, 0.53
EX20, 436207, 0.53
EX20, 437224, 0.54
EX20, 438239, 0.56
EX20, 439254, 0.57
EX20, 440271, 0.59
EX20, 441287, 0.60


# surface
EX20, 442328, 0.61
EX20, 443341, 0.60
EX20, 444353, 0.57
EX20, 445365, 0.52
EX20, 446378, 0.43
EX20, 447390, 0.33
EX20, 448402, 0.19
EX20, 449415, 0.05


# led: 0, 0, 125


# profile complete
# 
{"kP":"0.05","kD":"0","kI":"0","density":"997","profile":["surface","dive: 2.5, 0.33, 40.0, 500.0, 0.44","dive: 0.4, 0.33, 40.0, 500.0, 0.0","dive: 2.5, 0.33, 40.0, 500.0, 0.44","dive: 0.4, 0.33, 40.0, 500.0, 0.0","surface","led: 0, 0, 125"]}

surface
EX20, 5254, -0.01


# dive: 2.5, 0.33, 40.0, 500.0, 0.44
EX20, 6271, 0.31
EX20, 7286, 0.31
EX20, 8301, 0.31
EX20, 9317, 0.31
EX20, 10332, 0.31
EX20, 11347, 0.31
EX20, 12363, 0.31
EX20, 13378, 0.31
EX20, 14393, 0.32
EX20, 15409, 0.33
EX20, 16424, 0.33
EX20, 17440, 0.34
EX20, 18456, 0.35
EX20, 19471, 0.37
EX20, 20486, 0.41
EX20, 21502, 0.47
EX20, 22518, 0.53
EX20, 23533, 0.61
EX20, 24549, 0.69
EX20, 25564, 0.77
EX20, 26579, 0.84
EX20, 27596, 0.91
EX20, 28611, 0.98
EX20, 29626, 1.03
EX20, 30643, 1.08
EX20, 31658, 1.12
EX20, 32673, 1.14
EX20, 33690, 1.16
EX20, 34705, 1.18
EX20, 35720, 1.19
EX20, 36737, 1.21
EX20, 37752, 1.23
EX20, 38767, 1.26
EX20, 39784, 1.30
EX20, 40799, 1.35
EX20, 41814, 1.40
EX20, 42831, 1.45
EX20, 43846, 1.49
EX20, 44861, 1.53
EX20, 45877, 1.57
EX20, 46893, 1.59
EX20, 47908, 1.61
EX20, 48925, 1.62
EX20, 49940, 1.63
EX20, 50955, 1.64
EX20, 51972, 1.65
EX20, 52987, 1.67
EX20, 54002, 1.69
EX20, 55018, 1.72
EX20, 56034, 1.76
EX20, 57049, 1.80
EX20, 58065, 1.84
EX20, 59080, 1.87
EX20, 60095, 1.90
EX20, 61112, 1.92

EX20, 62120, 1.94
EX20, 63135, 1.94
EX20, 64152, 1.94
EX20, 65167, 1.94
EX20, 66182, 1.94
EX20, 67199, 1.94
EX20, 68214, 1.95
EX20, 69229, 1.97
EX20, 70246, 1.99
EX20, 71261, 2.02
EX20, 72276, 2.05
EX20, 73293, 2.09
EX20, 74308, 2.11
EX20, 75323, 2.14
EX20, 76339, 2.15
EX20, 77355, 2.16
EX20, 78370, 2.15
EX20, 79387, 2.15
EX20, 80402, 2.14
EX20, 81417, 2.14
EX20, 82434, 2.14
EX20, 83449, 2.15
EX20, 84464, 2.16
EX20, 85481, 2.19
EX20, 86496, 2.21
EX20, 87511, 2.23
