# 
{"kP":"0.2","kD":"0","kI":"0","density":"997","profile":["surface","dive: 2.5, 0.25, 30.00, 500.00, 0.44","dive: 0.4, 0.25, 30.00, 500.00, 0","dive: 2.5, 0.25, 30.00, 500.00, 0.44","dive: 0.4, 0.25, 30.00, 500.00, 0","surface","led: 0, 0, 125"]}

surface
EX20, 00:00:04, 0.00


# dive: 2.5, 0.25, 30.00, 500.00, 0.44
EX20, 00:00:05, 0.27
EX20, 00:00:06, 0.27
EX20, 00:00:07, 0.27
EX20, 00:00:08, 0.27
EX20, 00:00:09, 0.27
EX20, 00:00:10, 0.27
EX20, 00:00:11, 0.27
EX20, 00:00:12, 0.27
EX20, 00:00:13, 0.27
EX20, 00:00:14, 0.27
EX20, 00:00:15, 0.28
EX20, 00:00:16, 0.29
EX20, 00:00:17, 0.30
EX20, 00:00:18, 0.31
EX20, 00:00:19, 0.33
EX20, 00:00:20, 0.36
EX20, 00:00:21, 0.41
EX20, 00:00:22, 0.47
EX20, 00:00:23, 0.55
EX20, 00:00:24, 0.62
EX20, 00:00:25, 0.69
EX20, 00:00:26, 0.76
EX20, 00:00:27, 0.81
EX20, 00:00:28, 0.85
EX20, 00:00:29, 0.88
EX20, 00:00:30, 0.91
EX20, 00:00:31, 0.93
EX20, 00:00:32, 0.96
EX20, 00:00:33, 1.00
EX20, 00:00:34, 1.06
EX20, 00:00:35, 1.12
EX20, 00:00:36, 1.18
EX20, 00:00:37, 1.23
EX20, 00:00:38, 1.27
EX20, 00:00:39, 1.30
EX20, 00:00:40, 1.32
EX20, 00:00:41, 1.33
EX20, 00:00:42, 1.35
EX20, 00:00:43, 1.37
EX20, 00:00:44, 1.41
EX20, 00:00:45, 1.45
EX20, 00:00:46, 1.50
EX20, 00:00:47, 1.55
EX20, 00:00:48, 1.59
EX20, 00:00:49, 1.62
EX20, 00:00:50, 1.63
EX20, 00:00:51, 1.63

EX20, 00:00:52, 1.63
EX20, 00:00:53, 1.64
EX20, 00:00:54, 1.67
EX20, 00:00:55, 1.70
EX20, 00:00:56, 1.75
EX20, 00:00:57, 1.80
EX20, 00:00:58, 1.84
EX20, 00:00:59, 1.87
EX20, 00:01:00, 1.89
EX20, 00:01:01, 1.90
EX20, 00:01:02, 1.89
EX20, 00:01:03, 1.88
EX20, 00:01:04, 1.87
EX20, 00:01:06, 1.86
EX20, 00:01:07, 1.86
EX20, 00:01:08, 1.90
EX20, 00:01:09, 1.95
EX20, 00:01:10, 2.01
EX20, 00:01:11, 2.08
EX20, 00:01:12, 2.16
EX20, 00:01:13, 2.22
EX20, 00:01:14, 2.28
EX20, 00:01:15, 2.32
EX20, 00:01:16, 2.34
EX20, 00:01:17, 2.36
EX20, 00:01:18, 2.37
EX20, 00:01:19, 2.38
EX20, 00:01:20, 2.38
EX20, 00:01:21, 2.37
EX20, 00:01:22, 2.36
EX20, 00:01:23, 2.35
EX20, 00:01:24, 2.34
EX20, 00:01:25, 2.34
EX20, 00:01:26, 2.35
EX20, 00:01:27, 2.35
EX20, 00:01:28, 2.36
EX20, 00:01:29, 2.36
EX20, 00:01:30, 2.36
EX20, 00:01:31, 2.36
EX20, 00:01:32, 2.36
EX20, 00:01:33, 2.37
EX20, 00:01:34, 2.38
EX20, 00:01:35, 2.40
EX20, 00:01:36, 2.41
EX20, 00:01:37, 2.41
EX20, 00:01:38, 2.40
EX20, 00:01:39, 2.39

EX20, 00:01:40, 2.39
EX20, 00:01:41, 2.40
EX20, 00:01:42, 2.42


# dive: 0.4, 0.25, 30.00, 500.00, 0
EX20, 00:01:43, 2.44
EX20, 00:01:44, 2.01
EX20, 00:01:45, 2.02
EX20, 00:01:46, 2.01
EX20, 00:01:47, 1.99
EX20, 00:01:48, 1.96
EX20, 00:01:49, 1.90
EX20, 00:01:50, 1.85
EX20, 00:01:51, 1.78
EX20, 00:01:52, 1.72
EX20, 00:01:53, 1.67
EX20, 00:01:54, 1.63
EX20, 00:01:55, 1.59
EX20, 00:01:56, 1.57
EX20, 00:01:57, 1.56
EX20, 00:01:58, 1.55
EX20, 00:01:59, 1.53
EX20, 00:02:00, 1.51
EX20, 00:02:01, 1.48
EX20, 00:02:02, 1.43
EX20, 00:02:03, 1.39
EX20, 00:02:05, 1.36
EX20, 00:02:06, 1.34
EX20, 00:02:07, 1.33
EX20, 00:02:08, 1.32
EX20, 00:02:09, 1.31
EX20, 00:02:10, 1.31
EX20, 00:02:11, 1.29
EX20, 00:02:12, 1.26
EX20, 00:02:13, 1.22
EX20, 00:02:14, 1.18
EX20, 00:02:15, 1.15
EX20, 00:02:16, 1.13
EX20, 00:02:17, 1.13
EX20, 00:02:18, 1.13
EX20, 00:02:19, 1.14
EX20, 00:02:20, 1.14
EX20, 00:02:21, 1.13
EX20, 00:02:22, 1.10
EX20, 00:02:23, 1.07
EX20, 00:02:24, 1.04
EX20, 00:02:25, 1.01
EX20, 00:02:26, 0.99
EX20, 00:02:27, 0.99
EX20, 00:02:28, 0.99
EX20, 00:02:29, 0.99
EX20, 00:02:30, 0.99

EX20, 00:02:31, 0.98
EX20, 00:02:32, 0.96
EX20, 00:02:33, 0.93
EX20, 00:02:34, 0.90
EX20, 00:02:35, 0.87
EX20, 00:02:36, 0.85
EX20, 00:02:37, 0.85
EX20, 00:02:38, 0.85
EX20, 00:02:39, 0.86
EX20, 00:02:40, 0.87
EX20, 00:02:41, 0.87
EX20, 00:02:42, 0.86
EX20, 00:02:43, 0.83
EX20, 00:02:44, 0.80
EX20, 00:02:45, 0.77
EX20, 00:02:46, 0.74
EX20, 00:02:47, 0.73
EX20, 00:02:48, 0.74
EX20, 00:02:49, 0.76
EX20, 00:02:50, 0.79
EX20, 00:02:51, 0.82
EX20, 00:02:52, 0.84
EX20, 00:02:53, 0.86
EX20, 00:02:54, 0.87
EX20, 00:02:55, 0.86
EX20, 00:02:56, 0.83
EX20, 00:02:57, 0.79
EX20, 00:02:58, 0.76
EX20, 00:02:59, 0.72
EX20, 00:03:00, 0.70
EX20, 00:03:01, 0.69
EX20, 00:03:02, 0.69
EX20, 00:03:03, 0.71
EX20, 00:03:04, 0.73
EX20, 00:03:05, 0.75
EX20, 00:03:06, 0.76
EX20, 00:03:07, 0.76
EX20, 00:03:08, 0.74
EX20, 00:03:09, 0.71
EX20, 00:03:10, 0.69
EX20, 00:03:11, 0.66
EX20, 00:03:13, 0.65
EX20, 00:03:14, 0.65
EX20, 00:03:15, 0.66
EX20, 00:03:16, 0.67
EX20, 00:03:17, 0.69
EX20, 00:03:18, 0.69

EX20, 00:03:19, 0.69
EX20, 00:03:20, 0.67
EX20, 00:03:21, 0.65
EX20, 00:03:22, 0.63
EX20, 00:03:23, 0.61
EX20, 00:03:24, 0.61
EX20, 00:03:25, 0.62
EX20, 00:03:26, 0.63
EX20, 00:03:27, 0.64
EX20, 00:03:28, 0.65
EX20, 00:03:29, 0.64
EX20, 00:03:30, 0.62
EX20, 00:03:31, 0.60
EX20, 00:03:32, 0.58
EX20, 00:03:33, 0.60
EX20, 00:03:34, 0.65
EX20, 00:03:35, 0.70
EX20, 00:03:36, 0.77
EX20, 00:03:37, 0.84
EX20, 00:03:38, 0.89
EX20, 00:03:39, 0.93
EX20, 00:03:40, 0.95
EX20, 00:03:41, 0.95
EX20, 00:03:42, 0.94
EX20, 00:03:43, 0.90
EX20, 00:03:44, 0.86
EX20, 00:03:45, 0.81
EX20, 00:03:46, 0.76
EX20, 00:03:47, 0.71
EX20, 00:03:48, 0.67
EX20, 00:03:49, 0.63
EX20, 00:03:50, 0.61
EX20, 00:03:51, 0.61
EX20, 00:03:52, 0.62
EX20, 00:03:53, 0.64
EX20, 00:03:54, 0.66
EX20, 00:03:55, 0.68
EX20, 00:03:56, 0.69
EX20, 00:03:57, 0.69
EX20, 00:03:58, 0.68
EX20, 00:03:59, 0.65
EX20, 00:04:00, 0.63
EX20, 00:04:01, 0.60
EX20, 00:04:02, 0.59
EX20, 00:04:03, 0.59
EX20, 00:04:04, 0.61
EX20, 00:04:05, 0.63

EX20, 00:04:06, 0.65
EX20, 00:04:07, 0.67
EX20, 00:04:08, 0.67
EX20, 00:04:09, 0.67
EX20, 00:04:10, 0.65
EX20, 00:04:11, 0.62
EX20, 00:04:12, 0.59
