# 
{"kP":"0.1","kD":"0","kI":"0","density":"997","profile":["dive: 2, 0.33, 30.00, 500.00, 0.44","dive: 0.4, 0.33, 30.00, 500.00, 0","dive: 2, 0.33, 30.00, 500.00, 0.44","dive: 0.4, 0.33, 30.00, 500.00, 0","sink","led: 0, 0, 255"]}

dive: 2, 0.33, 30.00, 500.00, 0.44
EX20, 00:00:03, -0.06
EX20, 00:00:04, 0.38
EX20, 00:00:05, 0.38
EX20, 00:00:06, 0.39
EX20, 00:00:07, 0.38
EX20, 00:00:08, 0.38
EX20, 00:00:09, 0.38
EX20, 00:00:10, 0.37
EX20, 00:00:11, 0.37
EX20, 00:00:12, 0.37
EX20, 00:00:13, 0.37
EX20, 00:00:15, 0.37
EX20, 00:00:16, 0.37
EX20, 00:00:17, 0.37
EX20, 00:00:18, 0.37
EX20, 00:00:19, 0.37
EX20, 00:00:20, 0.38
EX20, 00:00:21, 0.37
EX20, 00:00:22, 0.38
EX20, 00:00:23, 0.38
EX20, 00:00:24, 0.39
EX20, 00:00:25, 0.42
EX20, 00:00:26, 0.45
EX20, 00:00:27, 0.49
EX20, 00:00:28, 0.54
EX20, 00:00:29, 0.58
EX20, 00:00:30, 0.63
EX20, 00:00:31, 0.67
EX20, 00:00:32, 0.70
EX20, 00:00:33, 0.73
EX20, 00:00:34, 0.75
EX20, 00:00:35, 0.77
EX20, 00:00:36, 0.80
EX20, 00:00:37, 0.83
EX20, 00:00:38, 0.86
EX20, 00:00:39, 0.90
EX20, 00:00:40, 0.94
EX20, 00:00:41, 0.98
EX20, 00:00:42, 1.01
EX20, 00:00:43, 1.03
EX20, 00:00:44, 1.05
EX20, 00:00:45, 1.07
EX20, 00:00:46, 1.09
EX20, 00:00:47, 1.11
EX20, 00:00:48, 1.13
EX20, 00:00:49, 1.17
EX20, 00:00:50, 1.20

EX20, 00:00:51, 1.23
EX20, 00:00:52, 1.26
EX20, 00:00:53, 1.28
EX20, 00:00:54, 1.29
EX20, 00:00:55, 1.30
EX20, 00:00:56, 1.32
EX20, 00:00:57, 1.34
EX20, 00:00:58, 1.36
EX20, 00:00:59, 1.39
EX20, 00:01:00, 1.41
EX20, 00:01:01, 1.43
EX20, 00:01:02, 1.45
EX20, 00:01:03, 1.46
