# 
{"kP":"1","kD":"0","kI":"0","density":"997","profile":["dive: 2.0, 0.30, 30.00, 300.00"]}

dive: 2.0, 0.30, 30.00, 300.00
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:45, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:46, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:47, -1.32, 3.32
EX20, 00:01:48, -1.32, 3.32
EX20, 00:01:48, -1.32, 3.31

