# 
{"kP":"0.08","kD":"0","kI":"0","density":"997","profile":["dive: -2, 0.4, 30.00, 100.00"]}

dive: -2, 0.4, 30.00, 100.00
EX20, 00:03:11, 0.00, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:12, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:13, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:14, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:15, -0.01, -0.10
EX20, 00:03:16, -0.01, -0.10

EX20, 00:03:16, -0.01, -0.10
EX20, 00:03:16, -0.01, -0.10
EX20, 00:03:16, -0.01, -0.10
EX20, 00:03:16, -0.01, -0.10
EX20, 00:03:16, -0.01, -0.10
EX20, 00:03:16, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:17, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:18, -0.01, -0.10
EX20, 00:03:19, -0.01, -0.10
EX20, 00:03:19, -0.01, -0.10
EX20, 00:03:19, -0.01, -0.10
