# 
{"kP":"10","kD":"0","kI":"0","density":"997","profile":["dive: 1.8, 0.30, 30.00, 120.00","surface"]}

dive: 1.8, 0.30, 30.00, 120.00
EX20, 00:03:44, nan, -0.10
EX20, 00:03:44, nan, -0.10
EX20, 00:03:45, nan, -0.09
EX20, 00:03:45, nan, -0.10
EX20, 00:03:45, nan, -0.09
EX20, 00:03:45, nan, -0.09
EX20, 00:03:45, nan, -0.09
EX20, 00:03:45, nan, -0.09
EX20, 00:03:45, nan, -0.09
EX20, 00:03:45, nan, -0.09

EX20, 00:03:46, nan, -0.09
EX20, 00:03:46, nan, -0.10
EX20, 00:03:46, nan, -0.09
EX20, 00:03:46, nan, -0.09
EX20, 00:03:46, nan, -0.09
EX20, 00:03:46, nan, -0.09
EX20, 00:03:46, nan, -0.09
EX20, 00:03:46, nan, -0.09
EX20, 00:03:47, nan, -0.09
EX20, 00:03:47, nan, -0.09
EX20, 00:03:47, nan, -0.09
EX20, 00:03:47, nan, -0.09
EX20, 00:03:47, nan, -0.09
EX20, 00:03:47, nan, -0.09
EX20, 00:03:47, nan, -0.09
EX20, 00:03:47, nan, -0.10
EX20, 00:03:48, nan, -0.10
EX20, 00:03:48, nan, -0.09
EX20, 00:03:48, nan, -0.10
EX20, 00:03:48, nan, -0.10
EX20, 00:03:48, nan, -0.10
EX20, 00:03:48, nan, -0.10
EX20, 00:03:48, nan, -0.10
EX20, 00:03:48, nan, -0.10
EX20, 00:03:49, nan, -0.09
EX20, 00:03:49, nan, -0.10
EX20, 00:03:49, nan, -0.10
EX20, 00:03:49, nan, -0.10
EX20, 00:03:49, nan, -0.09
EX20, 00:03:49, nan, -0.09
EX20, 00:03:49, nan, -0.10
EX20, 00:03:49, nan, -0.10
EX20, 00:03:50, nan, -0.09
EX20, 00:03:50, nan, -0.10
EX20, 00:03:50, nan, -0.10
EX20, 00:03:50, nan, -0.10
EX20, 00:03:50, nan, -0.10

EX20, 00:03:50, nan, -0.10
EX20, 00:03:50, nan, -0.10
EX20, 00:03:50, nan, -0.10
EX20, 00:03:51, nan, -0.10
EX20, 00:03:51, nan, -0.10
EX20, 00:03:51, nan, -0.09
EX20, 00:03:51, nan, -0.10
EX20, 00:03:51, nan, -0.10
EX20, 00:03:51, nan, -0.10
EX20, 00:03:51, nan, -0.10
EX20, 00:03:51, nan, -0.10
EX20, 00:03:52, nan, -0.10
EX20, 00:03:52, nan, -0.10
EX20, 00:03:52, nan, -0.09
EX20, 00:03:52, nan, -0.10
EX20, 00:03:52, nan, -0.10
EX20, 00:03:52, nan, -0.10
EX20, 00:03:52, nan, -0.10
EX20, 00:03:52, nan, -0.10
EX20, 00:03:53, nan, -0.10
EX20, 00:03:53, nan, -0.10
EX20, 00:03:53, nan, -0.10
EX20, 00:03:53, nan, -0.10
EX20, 00:03:53, nan, -0.10
EX20, 00:03:53, nan, -0.10
EX20, 00:03:53, nan, -0.10
EX20, 00:03:54, nan, -0.09
EX20, 00:03:54, nan, -0.10
EX20, 00:03:54, nan, -0.10
EX20, 00:03:54, nan, -0.10
EX20, 00:03:54, nan, -0.10
EX20, 00:03:54, nan, -0.10
EX20, 00:03:54, nan, -0.10
EX20, 00:03:54, nan, -0.10
EX20, 00:03:55, nan, -0.09
EX20, 00:03:55, nan, -0.10
EX20, 00:03:55, nan, -0.10

EX20, 00:03:55, nan, -0.10
EX20, 00:03:55, nan, -0.10
EX20, 00:03:55, nan, -0.10
EX20, 00:03:55, nan, -0.10
EX20, 00:03:55, nan, -0.10
EX20, 00:03:56, nan, -0.10
EX20, 00:03:56, nan, -0.10
EX20, 00:03:56, nan, -0.10
EX20, 00:03:56, nan, -0.10
EX20, 00:03:56, nan, -0.09
EX20, 00:03:56, nan, -0.10
EX20, 00:03:56, nan, -0.10
EX20, 00:03:56, nan, -0.10
EX20, 00:03:57, nan, -0.09
EX20, 00:03:57, nan, -0.10
EX20, 00:03:57, nan, -0.10
EX20, 00:03:57, nan, -0.10
EX20, 00:03:57, nan, -0.10
EX20, 00:03:57, nan, -0.10
EX20, 00:03:57, nan, -0.10
EX20, 00:03:57, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:58, nan, -0.10
EX20, 00:03:59, nan, -0.10
EX20, 00:03:59, nan, -0.10
EX20, 00:03:59, nan, -0.10
EX20, 00:03:59, nan, -0.10
EX20, 00:03:59, nan, -0.09
EX20, 00:03:59, nan, -0.10
EX20, 00:03:59, nan, -0.10
EX20, 00:03:59, nan, -0.10

EX20, 00:04:00, nan, -0.10
EX20, 00:04:00, nan, -0.10
EX20, 00:04:00, nan, -0.10
EX20, 00:04:00, nan, -0.10
EX20, 00:04:00, nan, -0.10
EX20, 00:04:00, nan, -0.10
EX20, 00:04:00, nan, -0.10
EX20, 00:04:00, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:01, nan, -0.10
EX20, 00:04:02, nan, -0.10
EX20, 00:04:02, nan, -0.10
EX20, 00:04:02, nan, -0.10
EX20, 00:04:02, nan, -0.10
EX20, 00:04:02, nan, -0.10
EX20, 00:04:02, nan, -0.10
EX20, 00:04:02, nan, -0.10
EX20, 00:04:03, nan, -0.09
EX20, 00:04:03, nan, -0.10
EX20, 00:04:03, nan, -0.10
EX20, 00:04:03, nan, -0.10
EX20, 00:04:03, nan, -0.10
EX20, 00:04:03, nan, -0.10
EX20, 00:04:03, nan, -0.10
EX20, 00:04:03, nan, -0.10
EX20, 00:04:04, nan, -0.10
EX20, 00:04:04, nan, -0.10
EX20, 00:04:04, nan, -0.10
EX20, 00:04:04, nan, -0.10
EX20, 00:04:04, nan, -0.09
EX20, 00:04:04, nan, -0.10

EX20, 00:04:04, nan, -0.10
EX20, 00:04:04, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:05, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:06, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:07, nan, -0.10
EX20, 00:04:08, nan, -0.10
EX20, 00:04:08, nan, -0.10
EX20, 00:04:08, nan, -0.10
EX20, 00:04:08, nan, -0.09
EX20, 00:04:08, nan, -0.10
EX20, 00:04:08, nan, -0.10
EX20, 00:04:08, nan, -0.10
EX20, 00:04:08, nan, -0.10
EX20, 00:04:09, nan, -0.10
EX20, 00:04:09, nan, -0.10
EX20, 00:04:09, nan, -0.10

EX20, 00:04:09, nan, -0.10
EX20, 00:04:09, nan, -0.10
EX20, 00:04:09, nan, -0.10
EX20, 00:04:09, nan, -0.09
EX20, 00:04:09, nan, -0.10
EX20, 00:04:10, nan, -0.10
EX20, 00:04:10, nan, -0.10
EX20, 00:04:10, nan, -0.10
EX20, 00:04:10, nan, -0.10
EX20, 00:04:10, nan, -0.10
EX20, 00:04:10, nan, -0.09
EX20, 00:04:10, nan, -0.10
EX20, 00:04:10, nan, -0.10
EX20, 00:04:11, nan, -0.09
EX20, 00:04:11, nan, -0.10
EX20, 00:04:11, nan, -0.10
EX20, 00:04:11, nan, -0.10
EX20, 00:04:11, nan, -0.10
EX20, 00:04:11, nan, -0.10
EX20, 00:04:11, nan, -0.10
EX20, 00:04:11, nan, -0.10
EX20, 00:04:12, nan, -0.10
EX20, 00:04:12, nan, -0.09
EX20, 00:04:12, nan, -0.10
EX20, 00:04:12, nan, -0.10
EX20, 00:04:12, nan, -0.10
EX20, 00:04:12, nan, -0.10
EX20, 00:04:12, nan, -0.10
EX20, 00:04:13, nan, -0.09
EX20, 00:04:13, nan, -0.10
EX20, 00:04:13, nan, -0.10
EX20, 00:04:13, nan, -0.10
EX20, 00:04:13, nan, -0.10
EX20, 00:04:13, nan, -0.10
EX20, 00:04:13, nan, -0.10
EX20, 00:04:13, nan, -0.10
EX20, 00:04:14, nan, -0.10

EX20, 00:04:14, nan, -0.10
EX20, 00:04:14, nan, -0.10
EX20, 00:04:14, nan, -0.09
EX20, 00:04:14, nan, -0.10
EX20, 00:04:14, nan, -0.10
EX20, 00:04:14, nan, -0.10
EX20, 00:04:14, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:15, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:16, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:17, nan, -0.10
EX20, 00:04:18, nan, -0.10
EX20, 00:04:18, nan, -0.09
EX20, 00:04:18, nan, -0.10
EX20, 00:04:18, nan, -0.10
EX20, 00:04:18, nan, -0.10
EX20, 00:04:18, nan, -0.10

EX20, 00:04:18, nan, -0.10
EX20, 00:04:18, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:19, nan, -0.10
EX20, 00:04:20, nan, -0.10
EX20, 00:04:20, nan, -0.10
EX20, 00:04:20, nan, -0.09
EX20, 00:04:20, nan, -0.10
EX20, 00:04:20, nan, -0.09
EX20, 00:04:20, nan, -0.10
EX20, 00:04:20, nan, -0.10
EX20, 00:04:20, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:21, nan, -0.10
EX20, 00:04:22, nan, -0.10
EX20, 00:04:22, nan, -0.10
EX20, 00:04:22, nan, -0.10
EX20, 00:04:22, nan, -0.09
EX20, 00:04:22, nan, -0.10
EX20, 00:04:22, nan, -0.10
EX20, 00:04:22, nan, -0.10
EX20, 00:04:22, nan, -0.10
EX20, 00:04:23, nan, -0.10
EX20, 00:04:23, nan, -0.10
EX20, 00:04:23, nan, -0.10

EX20, 00:04:23, nan, -0.10
EX20, 00:04:23, nan, -0.10
EX20, 00:04:23, nan, -0.10
EX20, 00:04:23, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:24, nan, -0.10
EX20, 00:04:25, nan, -0.10
EX20, 00:04:25, nan, -0.09
EX20, 00:04:25, nan, -0.09
EX20, 00:04:25, nan, -0.10
EX20, 00:04:25, nan, -0.10
EX20, 00:04:25, nan, -0.10
EX20, 00:04:25, nan, -0.10
EX20, 00:04:25, nan, -0.10
EX20, 00:04:26, nan, -0.09
EX20, 00:04:26, nan, -0.10
EX20, 00:04:26, nan, -0.10
EX20, 00:04:26, nan, -0.09
EX20, 00:04:26, nan, -0.10
EX20, 00:04:26, nan, -0.10
EX20, 00:04:26, nan, -0.10
EX20, 00:04:26, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:27, nan, -0.10
EX20, 00:04:28, nan, -0.10

