# 
{"kP":"0.08","kD":"0","kI":"0","density":"997","profile":["dive: -2, 0.3, 1.00, 30.00"]}

dive: -2, 0.3, 1.00, 30.00
EX20, 00:02:41, -0.00, -0.15
EX20, 00:02:41, -0.00, -0.15
EX20, 00:02:41, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:42, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:43, -0.00, -0.15
EX20, 00:02:44, -0.00, -0.15
EX20, 00:02:44, -0.00, -0.15
EX20, 00:02:44, -0.00, -0.15

EX20, 00:02:44, -0.00, -0.15
EX20, 00:02:44, -0.00, -0.15
EX20, 00:02:44, -0.00, -0.15
EX20, 00:02:44, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:45, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:46, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:47, -0.00, -0.15
EX20, 00:02:48, -0.00, -0.15
EX20, 00:02:48, -0.00, -0.15
EX20, 00:02:48, -0.00, -0.15
EX20, 00:02:48, -0.00, -0.15
EX20, 00:02:48, -0.00, -0.15
EX20, 00:02:48, -0.00, -0.15

EX20, 00:02:48, -0.00, -0.15
EX20, 00:02:48, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:49, -0.00, -0.15
EX20, 00:02:50, -0.00, -0.15
EX20, 00:02:50, -0.00, -0.15
EX20, 00:02:50, -0.00, -0.15
EX20, 00:02:50, -0.00, -0.15
EX20, 00:02:50, -0.00, -0.15
EX20, 00:02:50, -0.00, -0.15
EX20, 00:02:50, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:51, -0.00, -0.15
EX20, 00:02:52, -0.00, -0.15
EX20, 00:02:52, -0.00, -0.15
EX20, 00:02:52, -0.00, -0.15
EX20, 00:02:52, -0.00, -0.15
EX20, 00:02:52, -0.00, -0.15
EX20, 00:02:52, -0.00, -0.15
EX20, 00:02:52, -0.00, -0.15


# profile complete
