# 
{"kP":"0.05","kD":"0","kI":"0","density":"997","profile":["surface","dive: 2.5, 0.33, 40.0, 500.0, 0.44","dive: 0.4, 0.33, 40.0, 500.0, 0.0","dive: 2.5, 0.33, 40.0, 500.0, 0.44","dive: 0.4, 0.33, 40.0, 500.0, 0.0","surface","led: 0, 0, 125"]}

surface
EX20, 5224, -0.02


# dive: 2.5, 0.33, 40.0, 500.0, 0.44
EX20, 6265, 0.31
EX20, 7280, 0.31
EX20, 8295, 0.31
EX20, 9311, 0.31
EX20, 10326, 0.31
EX20, 11341, 0.31
EX20, 12358, 0.31
EX20, 13373, 0.31
EX20, 14388, 0.31
EX20, 15405, 0.32
EX20, 16420, 0.34
EX20, 17435, 0.35
EX20, 18451, 0.37
EX20, 19467, 0.39
EX20, 20482, 0.43
EX20, 21498, 0.48
EX20, 22514, 0.55
EX20, 23529, 0.62
EX20, 24545, 0.69
EX20, 25561, 0.77
EX20, 26576, 0.84
EX20, 27592, 0.90
EX20, 28608, 0.96
EX20, 29623, 1.02
EX20, 30640, 1.06
EX20, 31655, 1.09
EX20, 32670, 1.12
EX20, 33687, 1.14
EX20, 34703, 1.16
EX20, 35718, 1.18
EX20, 36735, 1.20
EX20, 37750, 1.24
EX20, 38765, 1.28
EX20, 39782, 1.32
EX20, 40797, 1.37
EX20, 41812, 1.42
EX20, 42829, 1.46
EX20, 43844, 1.50
EX20, 44859, 1.53
EX20, 45876, 1.55
EX20, 46892, 1.56
EX20, 47907, 1.57
EX20, 48924, 1.58
EX20, 49939, 1.60
EX20, 50954, 1.62
EX20, 51971, 1.65
EX20, 52986, 1.69
EX20, 54001, 1.72
EX20, 55018, 1.76
EX20, 56033, 1.79
EX20, 57049, 1.81
EX20, 58065, 1.83
EX20, 59081, 1.85
EX20, 60096, 1.85
EX20, 61113, 1.85

EX20, 62153, 1.86
EX20, 63168, 1.86
EX20, 64185, 1.88
EX20, 65200, 1.90
EX20, 66216, 1.92
EX20, 67232, 1.95
EX20, 68247, 1.99
EX20, 69263, 2.02
EX20, 70279, 2.04
EX20, 71295, 2.06
EX20, 72310, 2.08
EX20, 73327, 2.08
EX20, 74342, 2.08
EX20, 75357, 2.08
EX20, 76374, 2.08
EX20, 77390, 2.08
EX20, 78405, 2.09
EX20, 79422, 2.11
EX20, 80437, 2.13
EX20, 81452, 2.16
EX20, 82469, 2.18
EX20, 83484, 2.21
EX20, 84500, 2.22
EX20, 85516, 2.24
EX20, 86532, 2.24
EX20, 87547, 2.24
EX20, 88564, 2.24
EX20, 89580, 2.23
EX20, 90595, 2.23
EX20, 91612, 2.23
EX20, 92628, 2.24
EX20, 93643, 2.25
EX20, 94660, 2.27
EX20, 95675, 2.29
EX20, 96690, 2.31
EX20, 97707, 2.32
EX20, 98723, 2.34
EX20, 99738, 2.34
EX20, 100755, 2.34
EX20, 101770, 2.34
EX20, 102786, 2.34
EX20, 103803, 2.33
EX20, 104818, 2.33
EX20, 105834, 2.34
EX20, 106850, 2.35
EX20, 107866, 2.36
EX20, 108881, 2.37
EX20, 109898, 2.39
EX20, 110913, 2.40
EX20, 111929, 2.40
EX20, 112945, 2.40
EX20, 113961, 2.40
EX20, 114976, 2.40
EX20, 115993, 2.39

EX20, 117034, 2.39
EX20, 118050, 2.40
EX20, 119066, 2.40
EX20, 120082, 2.41
EX20, 121097, 2.42


# dive: 0.4, 0.33, 40.0, 500.0, 0.0
EX20, 122168, 2.43
EX20, 123185, 2.00
EX20, 124200, 1.99
EX20, 125216, 1.98
EX20, 126233, 1.95
EX20, 127248, 1.92
EX20, 128263, 1.87
EX20, 129281, 1.82
EX20, 130296, 1.77
EX20, 131311, 1.72
EX20, 132328, 1.67
EX20, 133344, 1.62
EX20, 134359, 1.59
EX20, 135376, 1.55
EX20, 136392, 1.52
EX20, 137407, 1.50
EX20, 138424, 1.48
EX20, 139439, 1.46
EX20, 140455, 1.45
