# 
{"kP":"0.1","kD":"0","kI":"0","density":"997","profile":["dive: 2, 0.3, 30.00, 60.00"]}

dive: 2, 0.3, 30.00, 60.00
EX20, 00:18:15, -0.00, -0.09
EX20, 00:18:15, -0.01, -0.09
EX20, 00:18:15, -0.01, -0.09
EX20, 00:18:15, -0.01, -0.09
EX20, 00:18:15, -0.01, -0.09
EX20, 00:18:15, -0.01, -0.09
EX20, 00:18:15, -0.01, -0.09
EX20, 00:18:15, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:16, -0.00, -0.09
EX20, 00:18:17, -0.00, -0.09
EX20, 00:18:17, -0.00, -0.09
EX20, 00:18:17, -0.00, -0.09
EX20, 00:18:17, -0.01, -0.09
EX20, 00:18:17, -0.01, -0.09
EX20, 00:18:17, -0.01, -0.09
EX20, 00:18:17, -0.01, -0.09
EX20, 00:18:17, -0.01, -0.09
EX20, 00:18:18, -0.01, -0.09
EX20, 00:18:18, -0.01, -0.09
EX20, 00:18:18, -0.01, -0.09
EX20, 00:18:18, -0.01, -0.09
EX20, 00:18:18, -0.01, -0.09
EX20, 00:18:18, -0.01, -0.09
EX20, 00:18:18, -0.01, -0.09
EX20, 00:18:19, -0.00, -0.09
EX20, 00:18:19, -0.00, -0.09
EX20, 00:18:19, -0.00, -0.09

EX20, 00:18:19, -0.00, -0.09
EX20, 00:18:19, -0.00, -0.09
EX20, 00:18:19, -0.00, -0.09
EX20, 00:18:19, -0.00, -0.09
EX20, 00:18:19, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:20, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:21, -0.00, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:22, -0.01, -0.09
EX20, 00:18:23, -0.01, -0.09
EX20, 00:18:23, -0.01, -0.09
EX20, 00:18:23, -0.01, -0.09
EX20, 00:18:23, -0.01, -0.09
EX20, 00:18:23, -0.00, -0.09

EX20, 00:18:23, -0.00, -0.09
EX20, 00:18:23, -0.00, -0.09
EX20, 00:18:23, -0.00, -0.09
EX20, 00:18:24, -0.00, -0.09
EX20, 00:18:24, -0.00, -0.09
EX20, 00:18:24, -0.01, -0.09
EX20, 00:18:24, -0.01, -0.09
EX20, 00:18:24, -0.01, -0.09
EX20, 00:18:24, -0.01, -0.09
EX20, 00:18:24, -0.01, -0.09
EX20, 00:18:24, -0.01, -0.09
EX20, 00:18:25, -0.00, -0.09
EX20, 00:18:25, -0.00, -0.09
EX20, 00:18:25, -0.00, -0.09
EX20, 00:18:25, -0.00, -0.09
EX20, 00:18:25, -0.00, -0.09
EX20, 00:18:25, -0.00, -0.09
EX20, 00:18:25, -0.01, -0.09
EX20, 00:18:25, -0.01, -0.09
EX20, 00:18:26, -0.01, -0.09
EX20, 00:18:26, -0.01, -0.09
EX20, 00:18:26, -0.01, -0.09
EX20, 00:18:26, -0.01, -0.09
EX20, 00:18:26, -0.01, -0.09
EX20, 00:18:26, -0.01, -0.09
EX20, 00:18:26, -0.01, -0.09
EX20, 00:18:27, -0.01, -0.09
EX20, 00:18:27, -0.01, -0.09
EX20, 00:18:27, -0.01, -0.09
EX20, 00:18:27, -0.00, -0.09
EX20, 00:18:27, -0.00, -0.09
EX20, 00:18:27, -0.00, -0.09
EX20, 00:18:27, -0.00, -0.09
EX20, 00:18:27, -0.00, -0.09

EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:28, -0.00, -0.09
EX20, 00:18:29, -0.00, -0.09
EX20, 00:18:29, -0.00, -0.09
EX20, 00:18:29, -0.00, -0.09
EX20, 00:18:29, -0.00, -0.09
EX20, 00:18:29, -0.00, -0.09
EX20, 00:18:29, -0.00, -0.09
EX20, 00:18:29, -0.01, -0.09
EX20, 00:18:29, -0.01, -0.09
EX20, 00:18:30, -0.01, -0.09
EX20, 00:18:30, -0.01, -0.09
EX20, 00:18:30, -0.01, -0.09
EX20, 00:18:30, -0.01, -0.09
EX20, 00:18:30, -0.00, -0.09
EX20, 00:18:30, -0.00, -0.09
EX20, 00:18:30, -0.00, -0.09
EX20, 00:18:30, -0.00, -0.09
EX20, 00:18:31, -0.00, -0.09
EX20, 00:18:31, -0.00, -0.09
EX20, 00:18:31, -0.01, -0.09
EX20, 00:18:31, -0.01, -0.09
EX20, 00:18:31, -0.01, -0.09
EX20, 00:18:31, -0.01, -0.09
EX20, 00:18:31, -0.01, -0.09
EX20, 00:18:31, -0.01, -0.09
EX20, 00:18:32, -0.01, -0.09
EX20, 00:18:32, -0.01, -0.09

EX20, 00:18:32, -0.01, -0.09
EX20, 00:18:32, -0.01, -0.09
EX20, 00:18:32, -0.01, -0.09
EX20, 00:18:32, -0.01, -0.09
EX20, 00:18:32, -0.01, -0.09
EX20, 00:18:32, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:33, -0.01, -0.09
EX20, 00:18:34, -0.01, -0.09
EX20, 00:18:34, -0.01, -0.09
EX20, 00:18:34, -0.01, -0.09
EX20, 00:18:34, -0.01, -0.09
EX20, 00:18:34, -0.01, -0.09
EX20, 00:18:34, -0.01, -0.09
EX20, 00:18:34, -0.01, -0.09
EX20, 00:18:35, -0.01, -0.09
EX20, 00:18:35, -0.01, -0.09
EX20, 00:18:35, -0.01, -0.09
EX20, 00:18:35, -0.01, -0.09
EX20, 00:18:35, -0.01, -0.09
EX20, 00:18:35, -0.01, -0.09
EX20, 00:18:35, -0.01, -0.09
